memory1,compute1,memory2,compute2,memory3,compute3,startup_time,arrival_rate,throughput,average_latency,latencies,utilization
4,10,4,10,4,10,74765.936,1,0.677,104517.028,"[6840.163707733154, 6940.481662750244, 7138.744592666626, 6841.736555099487, 6932.509422302246, 7131.399154663086, 6835.113286972046, 6935.431957244873, 7135.023593902588, 6834.162950515747, 6934.067010879517, 7130.288124084473, 6827.1803855896, 6931.500673294067, 7129.22477722168]","[(1717586687.0823293, 86), (1717586687.3216631, 0), (1717586687.5617511, 0), (1717586687.8000891, 0), (1717586688.040278, 0), (1717586688.2782211, 0), (1717586688.5177233, 0), (1717586688.752312, 0), (1717586688.9911833, 0), (1717586689.226178, 0), (1717586689.4656138, 0), (1717586689.7025037, 0), (1717586689.9407604, 0), (1717586690.177779, 0), (1717586690.4151945, 0), (1717586690.6522121, 0), (1717586690.8896842, 0), (1717586691.1287708, 0), (1717586691.363714, 0), (1717586691.6016173, 0), (1717586691.8328986, 0), (1717586692.070909, 0), (1717586692.3100393, 0), (1717586692.5457008, 0), (1717586692.7835872, 0), (1717586693.018968, 0), (1717586693.2575758, 0), (1717586693.4918766, 0), (1717586693.7295444, 0), (1717586693.9653795, 0), (1717586694.2029147, 0), (1717586694.440307, 0), (1717586694.679948, 0), (1717586694.9184816, 0), (1717586695.1576037, 0), (1717586695.39541, 0), (1717586695.6309154, 0), (1717586695.8671157, 0), (1717586696.1040823, 0), (1717586696.3410215, 0), (1717586696.5781617, 0), (1717586696.813898, 0), (1717586697.051834, 0), (1717586697.287607, 0), (1717586697.525207, 0), (1717586697.7599435, 0), (1717586697.9983246, 0), (1717586698.2341588, 0), (1717586698.472501, 0), (1717586698.7072885, 0), (1717586698.9432478, 0), (1717586699.1806986, 0), (1717586699.4209116, 0), (1717586699.6607947, 0), (1717586699.8956254, 0), (1717586700.1330788, 0), (1717586700.3684196, 0), (1717586700.6037905, 0), (1717586700.8404806, 0), (1717586701.075571, 0), (1717586701.317264, 0), (1717586701.5558438, 0), (1717586701.7959225, 0), (1717586702.0363152, 0), (1717586702.275537, 0), (1717586702.5090551, 0), (1717586702.7488623, 0), (1717586702.984235, 0), (1717586703.220465, 57), (1717586703.4579802, 100), (1717586703.6948307, 100), (1717586703.9330385, 100), (1717586704.170197, 100), (1717586704.4053154, 100), (1717586704.6440582, 100), (1717586704.8784359, 98), (1717586705.1198418, 100), (1717586705.3574543, 100), (1717586705.595054, 100), (1717586705.836455, 100), (1717586706.077776, 100), (1717586706.3179965, 100), (1717586706.558356, 100), (1717586706.800019, 100), (1717586707.0379677, 100), (1717586707.2748692, 99), (1717586707.515339, 100), (1717586707.7564313, 100), (1717586707.9968255, 99), (1717586708.2351582, 100), (1717586708.474697, 100), (1717586708.7150314, 100), (1717586708.955808, 100), (1717586709.1944642, 100), (1717586709.43382, 98), (1717586709.6733682, 85)]"
4,10,4,10,4,10,74765.936,2,1.042,201836.654,"[13775.456666946411, 13173.950910568237, 13471.846103668213, 13762.999773025513, 13160.29143333435, 13457.010269165039, 13759.89580154419, 13162.22333908081, 13461.782217025757, 13755.446910858154, 13151.864051818848, 13457.79275894165, 13758.055686950684, 13161.077976226807, 13467.48423576355, 13749.078273773193, 13147.526979446411, 13449.763059616089, 13757.817506790161, 13152.791976928711, 13454.400777816772, 13743.809938430786, 13146.964073181152, 13444.04149055481, 13751.768112182617, 13143.995523452759, 13459.004878997803, 13744.15111541748, 13141.544818878174, 13449.472188949585]","[(1717586709.9149523, 0), (1717586710.156529, 0), (1717586710.3951104, 0), (1717586710.6308472, 0), (1717586710.8691766, 0), (1717586711.1061084, 0), (1717586711.3442347, 0), (1717586711.5801249, 0), (1717586711.82002, 0), (1717586712.057612, 0), (1717586712.295516, 0), (1717586712.534802, 0), (1717586712.7697978, 0), (1717586713.0076847, 0), (1717586713.2443807, 0), (1717586713.4833667, 0), (1717586713.7190938, 0), (1717586713.9577854, 0), (1717586714.1951833, 0), (1717586714.4352925, 0), (1717586714.6740816, 0), (1717586714.9100199, 0), (1717586715.149102, 0), (1717586715.3882918, 0), (1717586715.6229346, 0), (1717586715.860234, 0), (1717586716.0983667, 0), (1717586716.3378072, 0), (1717586716.574211, 0), (1717586716.8123977, 0), (1717586717.0498059, 0), (1717586717.2872775, 0), (1717586717.526337, 0), (1717586717.7638013, 0), (1717586718.002712, 0), (1717586718.2400284, 0), (1717586718.4774325, 0), (1717586718.7140388, 0), (1717586718.951356, 0), (1717586719.1890223, 0), (1717586719.4264135, 0), (1717586719.6659403, 0), (1717586719.9002066, 0), (1717586720.1394813, 0), (1717586720.3748443, 0), (1717586720.6138058, 0), (1717586720.8487613, 0), (1717586721.0870113, 0), (1717586721.3226259, 0), (1717586721.5614443, 0), (1717586721.7973983, 0), (1717586722.0367486, 0), (1717586722.2735617, 0), (1717586722.511876, 0), (1717586722.7485952, 0), (1717586722.985767, 0), (1717586723.2233143, 0), (1717586723.4598289, 0), (1717586723.6963158, 0), (1717586723.9338582, 0), (1717586724.1741562, 0), (1717586724.4088, 0), (1717586724.6481225, 0), (1717586724.8851924, 0), (1717586725.1234734, 0), (1717586725.3632383, 0), (1717586725.6000283, 44), (1717586725.8387444, 94), (1717586726.0739617, 100), (1717586726.3115215, 100), (1717586726.5513182, 100), (1717586726.7877536, 100), (1717586727.024346, 100), (1717586727.2604418, 100), (1717586727.4955764, 100), (1717586727.7330596, 100), (1717586727.9700048, 100), (1717586728.2088606, 99), (1717586728.447601, 99), (1717586728.687523, 100), (1717586728.9273424, 100), (1717586729.1678946, 100), (1717586729.408547, 100), (1717586729.6494653, 100), (1717586729.8873863, 100), (1717586730.1272345, 100), (1717586730.3676784, 100), (1717586730.6080472, 100), (1717586730.8480585, 100), (1717586731.0878134, 100), (1717586731.3277745, 100), (1717586731.5671742, 100), (1717586731.8024552, 100), (1717586732.041458, 100), (1717586732.2778995, 100), (1717586732.515403, 100), (1717586732.7513354, 99), (1717586732.9911869, 100), (1717586733.22915, 99), (1717586733.4667716, 100), (1717586733.7075195, 100), (1717586733.9490345, 100), (1717586734.1876755, 100), (1717586734.4264097, 100), (1717586734.6665184, 100), (1717586734.907349, 100), (1717586735.1480548, 100), (1717586735.3856921, 100), (1717586735.6260977, 100), (1717586735.8660448, 100), (1717586736.106503, 100), (1717586736.3469424, 100), (1717586736.5853698, 100), (1717586736.8256166, 100), (1717586737.0665772, 100), (1717586737.3062868, 100), (1717586737.5477846, 100), (1717586737.785739, 100), (1717586738.0258877, 99), (1717586738.2662838, 100), (1717586738.5067606, 98), (1717586738.7470884, 100), (1717586738.9844425, 94)]"
4,10,4,10,4,10,74765.936,3,1.239,312663.489,"[20498.7211227417, 21303.537607192993, 20793.920755386353, 20496.116638183594, 21287.01686859131, 20777.379274368286, 20485.99123954773, 21295.2663898468, 20785.640954971313, 20486.974716186523, 21278.505563735962, 20771.551847457886, 20477.91051864624, 21291.990280151367, 20773.783683776855, 20488.997220993042, 21284.296989440918, 20774.213790893555, 20476.726531982422, 21290.440320968628, 20780.18856048584, 20486.642599105835, 21276.34310722351, 20776.882886886597, 20482.692003250122, 21272.59922027588, 20763.152837753296, 20467.984676361084, 21281.152725219727, 20764.50276374817, 20468.04642677307, 21273.762702941895, 20765.981674194336, 20468.49775314331, 21268.157720565796, 20772.912740707397, 20476.96328163147, 21269.79160308838, 20763.9799118042, 20460.192441940308, 21267.150163650513, 20766.477584838867, 20469.7265625, 21269.54960823059, 20758.153676986694]","[(1717586739.2267177, 59), (1717586739.4667082, 0), (1717586739.708738, 0), (1717586739.9461567, 0), (1717586740.184088, 0), (1717586740.4248924, 0), (1717586740.663751, 0), (1717586740.9001582, 0), (1717586741.1379752, 0), (1717586741.3761878, 0), (1717586741.615971, 0), (1717586741.854226, 0), (1717586742.0929728, 0), (1717586742.3317084, 0), (1717586742.5712144, 0), (1717586742.8082767, 0), (1717586743.0474732, 0), (1717586743.2845507, 0), (1717586743.5226467, 0), (1717586743.7625976, 0), (1717586743.998041, 0), (1717586744.2368557, 0), (1717586744.4721296, 0), (1717586744.7127426, 0), (1717586744.9507267, 0), (1717586745.1880882, 0), (1717586745.4277465, 0), (1717586745.6645596, 0), (1717586745.9026904, 0), (1717586746.1405826, 0), (1717586746.3773327, 0), (1717586746.618084, 0), (1717586746.8567789, 0), (1717586747.0942452, 0), (1717586747.3349407, 0), (1717586747.572878, 0), (1717586747.8106816, 0), (1717586748.0512242, 0), (1717586748.2900212, 0), (1717586748.5276895, 0), (1717586748.7675588, 0), (1717586749.0051572, 0), (1717586749.2417316, 0), (1717586749.4786818, 0), (1717586749.717415, 0), (1717586749.9573956, 0), (1717586750.195567, 0), (1717586750.4335406, 0), (1717586750.6732676, 0), (1717586750.9107993, 0), (1717586751.148892, 0), (1717586751.3893769, 0), (1717586751.630355, 0), (1717586751.8701556, 0), (1717586752.107808, 0), (1717586752.3463883, 0), (1717586752.5873578, 0), (1717586752.825682, 0), (1717586753.0632327, 0), (1717586753.3031652, 0), (1717586753.5394619, 0), (1717586753.7790823, 0), (1717586754.0168548, 0), (1717586754.254325, 0), (1717586754.4965272, 0), (1717586754.73811, 0), (1717586754.979492, 57), (1717586755.2201712, 90), (1717586755.4608307, 99), (1717586755.7007813, 100), (1717586755.9410932, 100), (1717586756.1798956, 100), (1717586756.420397, 100), (1717586756.6600246, 100), (1717586756.900207, 100), (1717586757.142318, 100), (1717586757.3792691, 100), (1717586757.6197205, 100), (1717586757.8593137, 100), (1717586758.1000443, 99), (1717586758.338764, 100), (1717586758.5794458, 100), (1717586758.8196528, 100), (1717586759.0588605, 100), (1717586759.2991982, 100), (1717586759.5414197, 100), (1717586759.7800689, 100), (1717586760.0187256, 100), (1717586760.258147, 100), (1717586760.4993196, 100), (1717586760.7414684, 100), (1717586760.9807844, 100), (1717586761.2188811, 100), (1717586761.4580536, 100), (1717586761.6987019, 100), (1717586761.9413152, 100), (1717586762.181185, 100), (1717586762.4205272, 100), (1717586762.660559, 100), (1717586762.9009864, 100), (1717586763.1411383, 99), (1717586763.3807182, 100), (1717586763.6209874, 100), (1717586763.859607, 100), (1717586764.100715, 100), (1717586764.3421047, 100), (1717586764.5824876, 100), (1717586764.8226264, 100), (1717586765.0617085, 100), (1717586765.3015757, 100), (1717586765.5425534, 100), (1717586765.7808406, 100), (1717586766.0199213, 100), (1717586766.2598798, 100), (1717586766.4989512, 100), (1717586766.7396357, 100), (1717586766.979558, 100), (1717586767.2182887, 100), (1717586767.4584582, 100), (1717586767.69756, 100), (1717586767.939184, 100), (1717586768.1787417, 100), (1717586768.419205, 100), (1717586768.65982, 100), (1717586768.8983269, 100), (1717586769.1395319, 100), (1717586769.378209, 100), (1717586769.6186152, 100), (1717586769.8591776, 100), (1717586770.0995638, 100), (1717586770.3407845, 100), (1717586770.5789065, 100), (1717586770.8184543, 100), (1717586771.0587187, 100), (1717586771.2978873, 100), (1717586771.5424812, 100), (1717586771.780767, 100), (1717586772.0213215, 100), (1717586772.2642667, 100), (1717586772.5060303, 100), (1717586772.7465513, 100), (1717586772.9906297, 100), (1717586773.2398694, 100), (1717586773.4830818, 100), (1717586773.7265081, 100), (1717586773.967731, 100), (1717586774.2090743, 100), (1717586774.4488125, 100), (1717586774.6933746, 99), (1717586774.939983, 100), (1717586775.1808796, 100), (1717586775.419242, 100), (1717586775.6581695, 96), (1717586775.8966057, 89)]"
4,10,4,10,4,10,74765.936,4,1.352,420168.193,"[27037.32967376709, 27723.95944595337, 29333.651065826416, 27015.251398086548, 27721.641778945923, 29319.901704788208, 27023.648023605347, 27737.295389175415, 29325.767993927002, 27024.7859954834, 27731.579065322876, 29313.83752822876, 27029.11424636841, 27710.082054138184, 29318.43662261963, 27021.728515625, 27714.807987213135, 29323.257207870483, 27022.33934402466, 27704.96153831482, 29321.93684577942, 27010.342597961426, 27708.873987197876, 29311.349630355835, 26997.95126914978, 27723.97804260254, 29303.275108337402, 27017.956972122192, 27725.706338882446, 29311.05327606201, 26998.91757965088, 27709.556579589844, 29317.925214767456, 26995.603799819946, 27718.93334388733, 29302.53767967224, 27007.73572921753, 27716.60876274109, 29323.35090637207, 27000.031232833862, 27696.6290473938, 29301.634788513184, 26996.49214744568, 27718.392610549927, 29307.35468864441, 27001.99818611145, 27692.362546920776, 29297.337770462036, 26991.17922782898, 27696.84934616089, 29294.424533843994, 26988.003969192505, 27707.34691619873, 29298.80428314209, 26990.74625968933, 27710.86812019348, 29306.53691291809, 26985.662937164307, 27706.884622573853, 29306.261777877808]","[(1717586776.1394362, 1), (1717586776.3804054, 0), (1717586776.6218815, 0), (1717586776.863343, 0), (1717586777.104909, 0), (1717586777.3466284, 0), (1717586777.5878801, 0), (1717586777.829718, 0), (1717586778.0718896, 0), (1717586778.3139932, 0), (1717586778.5552642, 0), (1717586778.7979102, 0), (1717586779.0402153, 0), (1717586779.2817042, 0), (1717586779.523246, 0), (1717586779.7650263, 0), (1717586780.0081346, 0), (1717586780.2500954, 0), (1717586780.4947276, 0), (1717586780.734723, 0), (1717586780.9766686, 0), (1717586781.21783, 0), (1717586781.4597907, 0), (1717586781.7022965, 0), (1717586781.9442298, 0), (1717586782.1869624, 0), (1717586782.428683, 0), (1717586782.6707954, 0), (1717586782.913851, 0), (1717586783.1540153, 0), (1717586783.397253, 0), (1717586783.6387858, 0), (1717586783.880616, 0), (1717586784.123216, 0), (1717586784.3649428, 0), (1717586784.6061647, 0), (1717586784.8494253, 0), (1717586785.0919333, 0), (1717586785.3345766, 0), (1717586785.5748308, 0), (1717586785.8159258, 0), (1717586786.056032, 0), (1717586786.2956767, 0), (1717586786.5362806, 0), (1717586786.7770166, 0), (1717586787.0185907, 0), (1717586787.2605226, 0), (1717586787.5019343, 0), (1717586787.7427902, 0), (1717586787.9812043, 0), (1717586788.2212563, 0), (1717586788.4622393, 0), (1717586788.7031481, 0), (1717586788.9426866, 0), (1717586789.1808722, 0), (1717586789.4211147, 0), (1717586789.6605864, 0), (1717586789.8995945, 0), (1717586790.138333, 0), (1717586790.37853, 0), (1717586790.6212876, 0), (1717586790.8625255, 0), (1717586791.1083312, 0), (1717586791.3483338, 0), (1717586791.5768042, 0), (1717586791.8186374, 0), (1717586792.057868, 0), (1717586792.2960021, 100), (1717586792.5355659, 100), (1717586792.7762544, 100), (1717586793.0158803, 100), (1717586793.253766, 100), (1717586793.493275, 100), (1717586793.7336092, 100), (1717586793.9746058, 100), (1717586794.2126038, 100), (1717586794.4512804, 100), (1717586794.6927936, 100), (1717586794.9322736, 100), (1717586795.1713126, 100), (1717586795.410985, 100), (1717586795.6514285, 100), (1717586795.8919692, 100), (1717586796.1323152, 100), (1717586796.3705003, 100), (1717586796.6108022, 100), (1717586796.8539898, 100), (1717586797.0952475, 100), (1717586797.3354652, 99), (1717586797.5752695, 99), (1717586797.8137524, 100), (1717586798.053118, 100), (1717586798.2930114, 100), (1717586798.533389, 100), (1717586798.7727523, 100), (1717586799.0133133, 100), (1717586799.252962, 100), (1717586799.492865, 100), (1717586799.731556, 100), (1717586799.969824, 100), (1717586800.2101007, 100), (1717586800.4503672, 100), (1717586800.6908395, 100), (1717586800.9316468, 100), (1717586801.170729, 100), (1717586801.4098825, 100), (1717586801.6507003, 99), (1717586801.8933036, 100), (1717586802.1344078, 100), (1717586802.3752148, 100), (1717586802.6165051, 100), (1717586802.8566027, 100), (1717586803.0960824, 100), (1717586803.3364713, 100), (1717586803.5784426, 100), (1717586803.8217561, 100), (1717586804.0622196, 99), (1717586804.305744, 100), (1717586804.5471137, 99), (1717586804.79105, 100), (1717586805.0321913, 100), (1717586805.2768369, 100), (1717586805.5216966, 100), (1717586805.767313, 100), (1717586806.0078807, 100), (1717586806.2490637, 100), (1717586806.4901063, 100), (1717586806.7301033, 100), (1717586806.969729, 100), (1717586807.209581, 100), (1717586807.451043, 100), (1717586807.6924298, 100), (1717586807.9339468, 100), (1717586808.1749175, 98), (1717586808.4170685, 99), (1717586808.65852, 100), (1717586808.9007087, 100), (1717586809.1409504, 100), (1717586809.3808794, 100), (1717586809.625764, 100), (1717586809.867536, 100), (1717586810.1079872, 100), (1717586810.3487666, 100), (1717586810.5889487, 100), (1717586810.8297286, 100), (1717586811.071036, 100), (1717586811.3129115, 98), (1717586811.554071, 100), (1717586811.793607, 100), (1717586812.0348947, 100), (1717586812.2799985, 99), (1717586812.5213008, 100), (1717586812.7644982, 100), (1717586813.006623, 100), (1717586813.246751, 100), (1717586813.4874778, 100), (1717586813.731836, 100), (1717586813.9728208, 100), (1717586814.213495, 100), (1717586814.4550993, 100), (1717586814.696112, 100), (1717586814.9385026, 98), (1717586815.1843486, 100), (1717586815.4277294, 100), (1717586815.6688566, 100), (1717586815.910171, 100), (1717586816.1512911, 100), (1717586816.3909578, 100), (1717586816.6306655, 99), (1717586816.8725212, 100), (1717586817.1177516, 99), (1717586817.3624961, 100), (1717586817.6054866, 100), (1717586817.8467767, 100), (1717586818.0872416, 100), (1717586818.3272614, 100), (1717586818.5674596, 100), (1717586818.8085217, 96), (1717586819.0496602, 100), (1717586819.3188775, 92), (1717586819.5619953, 82), (1717586819.8040624, 78), (1717586820.046486, 80), (1717586820.2881818, 80), (1717586820.5281265, 80), (1717586820.766734, 77)]"
4,10,4,10,4,10,74765.936,5,1.459,525567.081,"[33544.53802108765, 35346.357107162476, 36334.014654159546, 33524.45840835571, 35338.47665786743, 36338.48857879639, 33523.16117286682, 35336.54069900513, 36332.09037780762, 33508.74829292297, 35323.867082595825, 36321.30312919617, 33522.13215827942, 35327.11935043335, 36322.28660583496, 33535.26329994202, 35322.13830947876, 36347.86939620972, 33528.23758125305, 35236.568212509155, 36352.564573287964, 33513.248443603516, 35237.60175704956, 36345.78227996826, 33525.771617889404, 35230.61680793762, 36337.913036346436, 33510.194301605225, 35234.5175743103, 36309.08966064453, 33523.24843406677, 35235.23688316345, 36313.66157531738, 33491.08910560608, 35308.263301849365, 36335.79230308533, 33497.51687049866, 35228.02400588989, 36317.18873977661, 33500.93197822571, 35318.050146102905, 36311.068058013916, 33506.05344772339, 35310.03451347351, 36341.169595718384, 33512.31527328491, 35306.47945404053, 36328.20224761963, 33504.32348251343, 35299.39341545105, 36327.678203582764, 33503.97825241089, 35310.4202747345, 36321.77186012268, 33489.93110656738, 35225.088596343994, 36306.1318397522, 33490.73338508606, 35217.525005340576, 36327.04830169678, 33523.9634513855, 35220.388889312744, 36298.226833343506, 33491.4345741272, 35211.84468269348, 36304.60023880005, 33516.44325256348, 35295.156478881836, 36317.01564788818, 33498.138189315796, 35211.448431015015, 36316.84327125549, 33492.54894256592, 35293.86830329895, 36324.175119400024]","[(1717586821.015637, 38), (1717586821.2586107, 0), (1717586821.5017319, 0), (1717586821.743039, 0), (1717586821.985412, 0), (1717586822.2281408, 0), (1717586822.4718008, 0), (1717586822.7158446, 0), (1717586822.9592, 0), (1717586823.2011354, 0), (1717586823.4446852, 0), (1717586823.6862905, 0), (1717586823.9277472, 0), (1717586824.1703796, 0), (1717586824.4129887, 0), (1717586824.6540494, 0), (1717586824.8954844, 0), (1717586825.1376724, 0), (1717586825.380926, 0), (1717586825.6236482, 0), (1717586825.8642395, 0), (1717586826.1090326, 0), (1717586826.3512113, 0), (1717586826.5909214, 0), (1717586826.8321228, 0), (1717586827.0739915, 0), (1717586827.3169425, 0), (1717586827.5588114, 0), (1717586827.8015451, 0), (1717586828.042389, 0), (1717586828.2842937, 0), (1717586828.5259824, 0), (1717586828.76799, 0), (1717586829.0096436, 0), (1717586829.252079, 0), (1717586829.4949033, 0), (1717586829.737844, 0), (1717586829.9807744, 0), (1717586830.2220583, 0), (1717586830.463412, 0), (1717586830.7041516, 0), (1717586830.9459014, 0), (1717586831.1881537, 0), (1717586831.4313982, 0), (1717586831.6731598, 0), (1717586831.914786, 0), (1717586832.1575518, 0), (1717586832.3987918, 0), (1717586832.6407053, 0), (1717586832.8827524, 0), (1717586833.1247761, 0), (1717586833.3681924, 0), (1717586833.610935, 0), (1717586833.85227, 0), (1717586834.095535, 0), (1717586834.3390496, 0), (1717586834.581707, 0), (1717586834.823534, 0), (1717586835.064374, 0), (1717586835.3065772, 0), (1717586835.5498037, 0), (1717586835.7912288, 0), (1717586836.0350206, 0), (1717586836.276979, 0), (1717586836.5219285, 0), (1717586836.763954, 49), (1717586837.0047703, 94), (1717586837.239661, 98), (1717586837.4737098, 100), (1717586837.7138455, 100), (1717586837.9514365, 99), (1717586838.1902275, 99), (1717586838.4230525, 100), (1717586838.6574419, 100), (1717586838.9001353, 100), (1717586839.1360083, 100), (1717586839.3718734, 100), (1717586839.6130815, 99), (1717586839.8517997, 100), (1717586840.0910082, 100), (1717586840.3307478, 100), (1717586840.5713983, 99), (1717586840.8124108, 100), (1717586841.0512958, 99), (1717586841.290591, 100), (1717586841.5301156, 99), (1717586841.7711842, 100), (1717586842.0107749, 100), (1717586842.2497654, 100), (1717586842.4893453, 100), (1717586842.7302055, 100), (1717586842.970444, 100), (1717586843.204759, 100), (1717586843.4417355, 99), (1717586843.6769168, 100), (1717586843.9113147, 100), (1717586844.1515167, 100), (1717586844.389686, 99), (1717586844.6296895, 100), (1717586844.8699598, 100), (1717586845.110677, 100), (1717586845.3495727, 100), (1717586845.5877495, 100), (1717586845.828665, 100), (1717586846.0698621, 100), (1717586846.3110366, 100), (1717586846.548427, 100), (1717586846.7880292, 100), (1717586847.029063, 100), (1717586847.2696738, 100), (1717586847.5098906, 100), (1717586847.7485716, 99), (1717586847.988773, 100), (1717586848.2289784, 100), (1717586848.469004, 100), (1717586848.7096157, 100), (1717586848.9485824, 100), (1717586849.1882799, 99), (1717586849.4281836, 100), (1717586849.6631398, 100), (1717586849.9004426, 100), (1717586850.1356854, 98), (1717586850.3720565, 100), (1717586850.6105387, 100), (1717586850.8483162, 99), (1717586851.0874047, 99), (1717586851.3277397, 100), (1717586851.567685, 100), (1717586851.8090646, 100), (1717586852.0471783, 100), (1717586852.287175, 100), (1717586852.5268557, 100), (1717586852.7675145, 100), (1717586853.0082238, 100), (1717586853.2466862, 100), (1717586853.487007, 100), (1717586853.7267854, 100), (1717586853.9671528, 100), (1717586854.2080483, 99), (1717586854.4464242, 100), (1717586854.6866422, 100), (1717586854.926809, 100), (1717586855.1671581, 100), (1717586855.4073868, 100), (1717586855.6463583, 100), (1717586855.8857946, 100), (1717586856.1268556, 100), (1717586856.366471, 100), (1717586856.6073313, 100), (1717586856.8452408, 100), (1717586857.0861535, 100), (1717586857.324886, 100), (1717586857.5608318, 100), (1717586857.7983584, 100), (1717586858.0368023, 100), (1717586858.27801, 100), (1717586858.5159547, 100), (1717586858.75574, 100), (1717586858.9951758, 100), (1717586859.233617, 100), (1717586859.472112, 100), (1717586859.7096193, 100), (1717586859.9483342, 100), (1717586860.1870162, 100), (1717586860.427008, 100), (1717586860.6663063, 100), (1717586860.9054167, 100), (1717586861.144744, 100), (1717586861.3853471, 100), (1717586861.6248655, 100), (1717586861.8670251, 100), (1717586862.1083896, 100), (1717586862.3469603, 100), (1717586862.588685, 100), (1717586862.829134, 99), (1717586863.0672755, 100), (1717586863.3067684, 99), (1717586863.547332, 100), (1717586863.7865806, 100), (1717586864.0268757, 100), (1717586864.2669265, 100), (1717586864.508961, 100), (1717586864.7468982, 100), (1717586864.9894044, 100), (1717586865.228542, 100), (1717586865.4674852, 100), (1717586865.7067986, 100), (1717586865.9476664, 99), (1717586866.1862295, 100), (1717586866.4250066, 100), (1717586866.6658423, 100), (1717586866.904847, 100), (1717586867.1458893, 100), (1717586867.3837624, 100), (1717586867.6229684, 100), (1717586867.8680909, 100), (1717586868.1091208, 98), (1717586868.3479779, 100), (1717586868.5876677, 100), (1717586868.8258939, 100), (1717586869.0658288, 100), (1717586869.3038936, 100), (1717586869.5427504, 100), (1717586869.7819993, 100), (1717586870.017214, 100), (1717586870.2548492, 98), (1717586870.4914544, 98), (1717586870.729231, 99), (1717586870.9647381, 100), (1717586871.2042336, 100), (1717586871.4429774, 100), (1717586871.6816633, 97), (1717586871.9220934, 85), (1717586872.161794, 85), (1717586872.4054801, 84), (1717586872.6433344, 87)]"
