memory,compute,startup_time,load,throughput,latency
10,20,102603.308,8,0.994,8033.944
10,20,102603.308,16,1.225,12992.957
10,20,102603.308,32,1.183,27008.435
10,20,102603.308,64,1.15,41735.456
10,20,102603.308,128,1.053,72890.6
10,40,44437.259,1,0.708,1410.964
10,40,44437.259,2,0.993,2011.758
10,40,44437.259,4,1.419,2814.765
10,40,44437.259,8,1.764,4526.176
10,40,44437.259,16,1.69,9447.565
10,40,44437.259,32,1.682,18983.225
10,40,44437.259,64,1.477,31857.945
10,40,44437.259,128,1.1,71109.076
10,60,51411.958,1,0.662,1509.003
10,60,51411.958,2,0.993,2011.351
10,60,51411.958,4,1.104,3619.192
10,60,51411.958,8,1.204,6633.48
10,60,51411.958,16,0.983,16262.328
10,60,51411.958,32,1.011,31595.163
10,60,51411.958,64,1.211,39622.6
10,60,51411.958,128,1.25,65257.561
10,80,47450.203,1,0.763,1310.651
10,80,47450.203,2,1.103,1810.884
10,80,47450.203,4,1.471,2714.861
10,80,47450.203,8,1.69,4723.947
10,80,47450.203,16,0.989,16160.725
10,80,47450.203,32,1.536,20792.875
10,80,47450.203,64,1.058,45228.434
10,80,47450.203,128,1.075,74999.368
10,100,52067.317,1,0.763,1310.604
10,100,52067.317,2,1.1,1813.776
10,100,52067.317,4,1.419,2815.191
10,100,52067.317,8,1.654,4826.807
10,100,52067.317,16,1.293,12351.155
10,100,52067.317,32,1.235,25861.429
10,100,52067.317,64,1.121,42365.09
10,100,52067.317,128,1.425,56644.321
12,10,127445.513,1,0.552,1810.265
12,10,127445.513,2,0.735,2717.278
12,10,127445.513,4,0.884,4521.313
12,10,127445.513,8,0.97,8238.679
12,10,127445.513,16,1.013,15766.442
12,10,127445.513,32,1.029,31029.874
12,10,127445.513,64,0.991,47929.345
12,10,127445.513,128,0.96,83220.532
12,20,35830.04,1,0.662,1510.342
12,20,35830.04,2,0.993,2011.42
12,20,35830.04,4,1.277,3126.466
12,20,35830.04,8,1.444,5527.555
12,20,35830.04,16,1.514,10550.161
12,20,35830.04,32,1.487,21484.012
12,20,35830.04,64,1.443,33155.373
12,20,35830.04,128,1.47,54774.394
12,40,36881.289,1,0.763,1310.671
12,40,36881.289,2,1.101,1812.824
12,40,36881.289,4,1.527,2614.7
12,40,36881.289,8,1.764,4526.381
12,40,36881.289,16,1.589,10051.449
12,40,36881.289,32,1.985,16077.098
12,40,36881.289,64,1.615,27468.769
12,40,36881.289,128,1.444,55601.036
12,60,38373.518,1,0.709,1409.133
12,60,38373.518,2,0.993,2010.987
12,60,38373.518,4,1.238,3225.023
12,60,38373.518,8,1.324,6032.987
12,60,38373.518,16,1.027,15561.441
12,60,38373.518,32,1.031,30970.862
12,60,38373.518,64,1.261,39003.906
12,60,38373.518,128,1.256,65044.616
12,80,41264.44,1,0.662,1509.53
12,80,41264.44,2,0.993,2012.462
12,80,41264.44,4,1.136,3517.519
12,80,41264.44,8,1.241,6434.19
12,80,41264.44,16,1.205,13253.616
12,80,41264.44,32,1.058,30221.662
12,80,41264.44,64,1.154,42188.756
12,80,41264.44,128,1.266,65079.86
12,100,38296.768,1,0.76,1314.552
12,100,38296.768,2,1.234,1619.375
12,100,38296.768,4,1.59,2440.641
12,100,38296.768,8,1.977,4032.098
12,100,38296.768,16,2.267,7042.449
12,100,38296.768,32,2.352,13570.698
12,100,38296.768,64,2.336,20489.929
12,100,38296.768,128,2.3,34771.528
14,10,41251.709,1,0.523,1911.0
14,10,41251.709,2,0.685,2917.765
14,10,41251.709,4,0.812,4920.466
14,10,41251.709,8,0.875,9134.834
14,10,41251.709,16,0.89,17964.581
14,10,41251.709,32,0.868,36826.307
14,10,41251.709,64,0.825,57922.673
14,10,41251.709,128,0.886,90492.369
14,20,40551.121,1,0.661,1511.24
14,20,40551.121,2,0.736,2714.598
14,20,40551.121,4,0.863,4631.708
14,20,40551.121,8,0.904,8840.189
14,20,40551.121,16,0.971,16461.43
14,20,40551.121,32,1.166,27403.609
14,20,40551.121,64,1.082,44007.677
14,20,40551.121,128,1.206,66980.49
14,40,42508.464,1,0.704,1419.491
14,40,42508.464,2,0.904,2210.579
14,40,42508.464,4,1.105,3616.831
14,40,42508.464,8,1.169,6831.252
14,40,42508.464,16,1.205,13256.476
14,40,42508.464,32,1.257,25403.306
14,40,42508.464,64,1.369,35359.603
14,40,42508.464,128,1.322,60175.312
14,60,42310.313,1,0.708,1410.973
14,60,42310.313,2,0.945,2113.315
14,60,42310.313,4,1.075,3718.425
14,60,42310.313,8,1.121,7129.369
14,60,42310.313,16,1.205,13259.137
14,60,42310.313,32,0.996,32079.466
14,60,42310.313,64,1.234,38362.408
14,60,42310.313,128,1.43,56711.456
14,80,41257.763,1,0.827,1208.69
14,80,41257.763,2,1.103,1811.786
14,80,41257.763,4,1.369,2917.514
14,80,41257.763,8,1.394,5727.982
14,80,41257.763,16,1.409,11307.317
14,80,41257.763,32,1.41,22621.028
14,80,41257.763,64,1.338,35611.609
14,80,41257.763,128,1.262,64320.231
14,100,41198.692,1,0.764,1308.856
14,100,41198.692,2,1.045,1912.011
14,100,41198.692,4,1.324,3017.195
14,100,41198.692,8,1.347,5928.121
14,100,41198.692,16,1.383,11551.164
14,100,41198.692,32,1.338,23854.622
14,100,41198.692,64,1.165,40626.093
14,100,41198.692,128,1.239,64337.386
16,10,41047.647,1,0.496,2017.292
16,10,41047.647,2,0.663,3014.148
16,10,41047.647,4,0.751,5320.967
16,10,41047.647,8,0.821,9737.309
16,10,41047.647,16,0.843,18962.85
16,10,41047.647,32,0.863,37022.249
16,10,41047.647,64,0.858,55770.927
16,10,41047.647,128,0.869,92485.583
16,20,39116.433,1,0.661,1511.098
16,20,39116.433,2,0.993,2011.298
16,20,39116.433,4,1.204,3316.729
16,20,39116.433,8,1.304,6127.524
16,20,39116.433,16,1.293,12354.839
16,20,39116.433,32,1.253,25501.513
16,20,39116.433,64,1.063,45489.733
16,20,39116.433,128,1.131,70531.963
16,40,36742.697,1,0.827,1208.881
16,40,36742.697,2,1.167,1711.367
16,40,36742.697,4,1.588,2467.494
16,40,36742.697,8,1.982,4025.453
16,40,36742.697,16,2.235,7141.115
16,40,36742.697,32,2.334,13674.402
16,40,36742.697,64,2.309,20714.772
16,40,36742.697,128,2.267,35212.529
16,60,39315.426,1,0.709,1410.028
16,60,39315.426,2,1.102,1812.098
16,60,39315.426,4,1.369,2917.117
16,60,39315.426,8,1.203,6639.368
16,60,39315.426,16,1.458,10953.62
16,60,39315.426,32,1.384,23072.788
16,60,39315.426,64,1.36,35354.127
16,60,39315.426,128,1.264,63626.83
16,80,40817.364,1,0.762,1310.703
16,80,40817.364,2,1.103,1810.808
16,80,40817.364,4,1.419,2814.437
16,80,40817.364,8,1.498,5330.364
16,80,40817.364,16,1.432,11151.217
16,80,40817.364,32,1.351,23605.674
16,80,40817.364,64,0.974,48358.732
16,80,40817.364,128,1.189,69080.907
16,100,40191.929,1,0.762,1310.882
16,100,40191.929,2,1.103,1810.805
16,100,40191.929,4,1.419,2815.036
16,100,40191.929,8,1.528,5226.404
16,100,40191.929,16,1.472,10839.541
16,100,40191.929,32,1.396,22866.269
16,100,40191.929,64,1.349,35475.332
16,100,40191.929,128,1.317,61407.796
