memory1,compute1,memory2,compute2,memory3,compute3,startup_time,load,throughput,latency,latencies,utilization
4,10,4,10,4,10,65982.418,128,2.861,35650.644,"[32987.669229507446, 33205.737590789795, 33160.677433013916, 44626.235485076904, 33173.04515838623, 33181.23364448547, 33062.00885772705, 33203.35125923157, 33189.369678497314, 32973.61397743225, 33165.98033905029, 33153.419733047485, 33053.02810668945, 33155.269145965576, 33189.8250579834, 32970.22223472595, 33194.135665893555, 33167.57392883301, 32973.318576812744, 33194.42415237427, 33178.847789764404, 32981.25982284546, 33155.0190448761, 33177.45399475098, 32970.79801559448, 33185.25147438049, 33152.278661727905, 33042.92607307434, 33187.48903274536, 33177.66785621643, 32963.59086036682, 33184.62109565735, 43791.16177558899, 32970.7727432251, 33179.78239059448, 43800.16732215881, 44607.586145401, 33183.43138694763, 33177.72603034973, 32954.60891723633, 33138.62919807434, 33167.436838150024, 32952.26764678955, 44694.71740722656, 33161.7591381073, 32976.74226760864, 44696.5491771698, 33132.36403465271, 44607.46240615845, 33165.45844078064, 33136.35063171387, 32966.93277359009, 33166.79120063782, 33145.78032493591, 33030.55262565613, 33141.83044433594, 33166.67294502258, 44602.67972946167, 33176.29790306091, 33170.84741592407, 32967.79727935791, 33131.03222846985, 33168.686628341675, 32957.54528045654, 33170.74680328369, 33160.425424575806, 32954.6434879303, 33136.722803115845, 33147.47929573059, 32962.146282196045, 33169.91925239563, 33127.00819969177, 32964.29491043091, 33168.45488548279, 33161.152839660645, 32944.865465164185, 33137.205362319946, 33110.504388809204, 32960.468769073486, 33132.450342178345, 43777.446031570435, 32935.99200248718, 44681.81133270264, 33147.14026451111, 33017.01235771179, 33162.05358505249, 33125.84924697876, 32941.72239303589, 33138.360023498535, 33145.69187164307, 32949.31149482727, 44682.66940116882, 33154.91485595703, 32949.6808052063, 44676.53489112854, 33158.97607803345, 44583.513021469116, 33126.455545425415, 33157.737731933594, 32929.05020713806, 33117.15793609619, 33115.02718925476, 33015.06996154785, 33152.785778045654, 33115.373849868774, 33010.50281524658, 33153.75232696533, 33145.53475379944, 32929.685831069946, 33119.2307472229, 43768.094062805176, 32951.27868652344, 33118.903398513794, 43767.579555511475, 44575.782775878906, 44676.536321640015, 43763.917684555054, 44575.27136802673, 44672.4066734314, 43768.76640319824, 44572.43037223816, 44676.892042160034, 43769.03533935547, 44577.099561691284, 44677.40082740784, 43769.21248435974, 44579.91147041321, 44671.62609100342]","[(1717398163.469893, 93), (1717398163.6958117, 34), (1717398163.9356754, 0), (1717398164.1745903, 0), (1717398164.4144268, 30), (1717398164.6525793, 100), (1717398164.8889303, 100), (1717398165.1291723, 100), (1717398165.3673742, 100), (1717398165.6070225, 100), (1717398165.8480449, 100), (1717398166.0888798, 100), (1717398166.3278282, 100), (1717398166.566899, 100), (1717398166.8074863, 100), (1717398167.0480473, 100), (1717398167.2816238, 100), (1717398167.5235713, 100), (1717398167.7679138, 100), (1717398168.0094185, 100), (1717398168.2494996, 100), (1717398168.4891436, 100), (1717398168.7263224, 100), (1717398168.966702, 100), (1717398169.2074125, 100), (1717398169.4478667, 100), (1717398169.6860342, 100), (1717398169.9258192, 100), (1717398170.1678598, 100), (1717398170.408794, 100), (1717398170.6480858, 100), (1717398170.8876293, 100), (1717398171.127601, 100), (1717398171.369026, 100), (1717398171.6088903, 100), (1717398171.846242, 100), (1717398172.0850928, 100), (1717398172.326619, 100), (1717398172.5658445, 100), (1717398172.8050888, 100), (1717398173.0460598, 100), (1717398173.285461, 100), (1717398173.526175, 100), (1717398173.7947915, 100), (1717398174.0311942, 100), (1717398174.267643, 100), (1717398174.5075085, 100), (1717398174.7470493, 100), (1717398174.9840944, 100), (1717398175.2251625, 100), (1717398175.4529958, 100), (1717398175.6890137, 100), (1717398175.9284627, 100), (1717398176.1672735, 99), (1717398176.4063573, 100), (1717398176.647253, 100), (1717398176.8874419, 100), (1717398177.1275, 100), (1717398177.365079, 100), (1717398177.6044354, 100), (1717398177.8461013, 100), (1717398178.0866094, 100), (1717398178.3267279, 100), (1717398178.5661666, 100), (1717398178.8052452, 100), (1717398179.0447357, 100), (1717398179.2740746, 98), (1717398179.5155933, 100), (1717398179.7549665, 100), (1717398180.0012245, 100), (1717398180.240762, 100), (1717398180.4858556, 100), (1717398180.7266054, 100), (1717398180.9665365, 100), (1717398181.2081618, 100), (1717398181.4469652, 100), (1717398181.6865911, 100), (1717398181.9261727, 100), (1717398182.1651337, 100), (1717398182.4064443, 100), (1717398182.6463757, 100), (1717398182.884453, 100), (1717398183.1267567, 99), (1717398183.36531, 98), (1717398183.6067634, 100), (1717398183.8444307, 100), (1717398184.0844517, 100), (1717398184.3250215, 100), (1717398184.5648186, 100), (1717398184.8050947, 100), (1717398185.0430758, 100), (1717398185.28411, 100), (1717398185.525631, 100), (1717398185.7650986, 100), (1717398186.0043344, 100), (1717398186.2424634, 100), (1717398186.4845319, 100), (1717398186.725135, 100), (1717398186.9639611, 99), (1717398187.2042918, 100), (1717398187.4418013, 99), (1717398187.6820257, 100), (1717398187.9241142, 100), (1717398188.164617, 100), (1717398188.4055812, 100), (1717398188.6446452, 100), (1717398188.8836186, 100), (1717398189.123786, 100), (1717398189.3646235, 100), (1717398189.606449, 100), (1717398189.8471787, 100), (1717398190.0852187, 100), (1717398190.323218, 99), (1717398190.5634542, 100), (1717398190.8026514, 100), (1717398191.0425956, 100), (1717398191.2837303, 100), (1717398191.525034, 100), (1717398191.765578, 100), (1717398192.005832, 100), (1717398192.2451804, 100), (1717398192.484787, 100), (1717398192.725251, 100), (1717398192.9652562, 100), (1717398193.204275, 100), (1717398193.4426718, 100), (1717398193.6835668, 100), (1717398193.9252038, 100), (1717398194.1650252, 100), (1717398194.4026709, 100), (1717398194.6436248, 100), (1717398194.8848503, 100), (1717398195.1240914, 100), (1717398195.3621547, 100), (1717398195.603284, 100), (1717398195.843164, 100), (1717398196.082228, 100), (1717398196.3211336, 100), (1717398196.562241, 100), (1717398196.803684, 100), (1717398197.0462642, 98), (1717398197.287761, 36), (1717398197.530479, 0), (1717398197.7732902, 0), (1717398198.0147655, 41), (1717398198.2546828, 97), (1717398198.493993, 100), (1717398198.7325056, 100), (1717398198.9727135, 100), (1717398199.2076104, 100), (1717398199.4454327, 100), (1717398199.6841254, 100), (1717398199.9213893, 100), (1717398200.1606886, 100), (1717398200.4009635, 100), (1717398200.6399803, 100), (1717398200.8793187, 100), (1717398201.1215754, 100), (1717398201.3606205, 100), (1717398201.6000917, 100), (1717398201.8396347, 100), (1717398202.080555, 100), (1717398202.321638, 100), (1717398202.5626838, 100), (1717398202.8027105, 100), (1717398203.0422165, 100), (1717398203.281266, 100), (1717398203.520442, 100), (1717398203.760584, 100), (1717398204.0026374, 100), (1717398204.2406826, 100), (1717398204.4811916, 100), (1717398204.721696, 100), (1717398204.96163, 100), (1717398205.2008438, 100), (1717398205.4393113, 100), (1717398205.6805036, 100), (1717398205.9206755, 100), (1717398206.1610122, 100), (1717398206.3999715, 100), (1717398206.6402142, 100), (1717398206.880595, 100), (1717398207.1209767, 100), (1717398207.3602626, 100), (1717398207.5985441, 100), (1717398207.8394966, 100), (1717398208.0810885, 100), (1717398208.320486, 100), (1717398208.5584817, 90)]"
4,20,4,20,4,20,67337.526,128,4.221,24041.381,"[22459.463119506836, 22450.623750686646, 22148.436307907104, 22430.803060531616, 22427.288055419922, 22131.595611572266, 22420.646905899048, 22439.842700958252, 22125.21719932556, 22422.294855117798, 22441.1404132843, 22220.00026702881, 22416.549682617188, 22436.272144317627, 22220.65043449402, 22426.937580108643, 22416.013956069946, 22215.426683425903, 22416.760206222534, 22411.574602127075, 22218.274354934692, 22412.75668144226, 22429.298877716064, 22119.500398635864, 22409.577131271362, 22421.64397239685, 22113.173723220825, 22423.449754714966, 22427.63662338257, 22121.647119522095, 22404.510259628296, 22414.544820785522, 22113.269805908203, 22410.72654724121, 22419.57116127014, 22209.14888381958, 22412.304401397705, 22422.808170318604, 22112.86163330078, 22412.017107009888, 22411.673545837402, 22104.399919509888, 22397.10569381714, 22418.267011642456, 22105.513095855713, 22406.723260879517, 22403.074979782104, 22202.26526260376, 22404.716730117798, 22419.687747955322, 22110.41498184204, 22417.593955993652, 22421.249628067017, 22198.702335357666, 22411.87810897827, 22421.18239402771, 22112.525939941406, 22418.150663375854, 22424.816370010376, 22104.88772392273, 22418.52641105652, 22425.71496963501, 22109.288930892944, 22409.857749938965, 22426.74446105957, 22110.116243362427, 22404.10614013672, 22413.15245628357, 22111.207485198975, 22402.15563774109, 22421.09513282776, 22104.97522354126, 22432.015895843506, 22420.804023742676, 22112.55121231079, 22430.376768112183, 22420.8767414093, 22108.838081359863, 22431.986808776855, 22420.534133911133, 22111.32264137268, 22426.86676979065, 22424.551486968994, 22112.15329170227, 22426.55658721924, 22419.7781085968, 22124.27306175232, 22428.54118347168, 22418.02430152893, 22114.3217086792, 22428.586959838867, 22422.685384750366, 22121.3116645813, 22425.678968429565, 22421.21410369873, 22119.500398635864, 22417.78612136841, 22419.976949691772, 22121.410369873047, 30240.883827209473, 30226.855754852295, 29136.84868812561, 30236.23776435852, 30237.250089645386, 29129.897832870483, 30234.2209815979, 30229.715585708618, 29139.716863632202, 30234.94791984558, 30229.56109046936, 29137.964487075806, 30235.369205474854, 30233.002185821533, 29139.371395111084, 30238.046646118164, 30237.00213432312, 29145.212173461914, 30239.041566848755, 30235.14223098755, 29134.12070274353, 30236.693143844604, 30255.28573989868, 29141.57772064209, 30245.271682739258, 30256.446838378906, 29139.803886413574, 30256.762742996216, 30253.969192504883]","[(1717398290.9108827, 49), (1717398291.1476445, 0), (1717398291.3870282, 0), (1717398291.625846, 27), (1717398291.861166, 85), (1717398292.097417, 100), (1717398292.3332977, 100), (1717398292.5687187, 100), (1717398292.8073392, 100), (1717398293.045224, 100), (1717398293.2858868, 100), (1717398293.5249448, 100), (1717398293.7610192, 100), (1717398293.997073, 99), (1717398294.231151, 100), (1717398294.4669752, 100), (1717398294.7051725, 100), (1717398294.944603, 100), (1717398295.1797774, 100), (1717398295.4165957, 100), (1717398295.652936, 100), (1717398295.889966, 100), (1717398296.1252086, 100), (1717398296.364371, 100), (1717398296.6038358, 100), (1717398296.844011, 100), (1717398297.0844574, 100), (1717398297.3254266, 100), (1717398297.5647306, 100), (1717398297.8037317, 100), (1717398298.0378728, 100), (1717398298.272949, 99), (1717398298.5077357, 100), (1717398298.7466896, 100), (1717398298.9839287, 100), (1717398299.2235155, 100), (1717398299.4640484, 98), (1717398299.7044394, 99), (1717398299.9437814, 100), (1717398300.1837268, 100), (1717398300.4239404, 100), (1717398300.6636813, 100), (1717398300.9045448, 100), (1717398301.1438322, 100), (1717398301.383326, 99), (1717398301.6234946, 99), (1717398301.8637047, 100), (1717398302.104202, 100), (1717398302.3435633, 100), (1717398302.5839715, 100), (1717398302.8231611, 100), (1717398303.0639427, 100), (1717398303.3042324, 99), (1717398303.5442028, 99), (1717398303.7836041, 100), (1717398304.0234675, 100), (1717398304.262872, 100), (1717398304.5028381, 100), (1717398304.7431653, 100), (1717398304.9832003, 100), (1717398305.2230892, 100), (1717398305.4636965, 100), (1717398305.7034795, 100), (1717398305.9421332, 100), (1717398306.1826503, 100), (1717398306.4226692, 100), (1717398306.663146, 100), (1717398306.902604, 100), (1717398307.1424184, 100), (1717398307.381754, 100), (1717398307.6225166, 100), (1717398307.8626873, 100), (1717398308.102222, 100), (1717398308.341503, 100), (1717398308.5820591, 100), (1717398308.8221302, 100), (1717398309.0624022, 100), (1717398309.302182, 100), (1717398309.5417187, 100), (1717398309.7815814, 100), (1717398310.0217881, 100), (1717398310.2622128, 100), (1717398310.5015078, 100), (1717398310.740983, 100), (1717398310.9813128, 100), (1717398311.2206702, 100), (1717398311.4609458, 100), (1717398311.700998, 100), (1717398311.9538882, 100), (1717398312.1911519, 100), (1717398312.430343, 100), (1717398312.6681156, 100), (1717398312.9060707, 100), (1717398313.1449845, 100), (1717398313.382261, 100), (1717398313.6205716, 100), (1717398313.8619044, 98), (1717398314.0999799, 0), (1717398314.3442166, 0), (1717398314.5813992, 27), (1717398314.8194714, 87), (1717398315.0556653, 100), (1717398315.29487, 100), (1717398315.532991, 100), (1717398315.7693408, 100), (1717398316.0075827, 100), (1717398316.2437832, 100), (1717398316.4828215, 100), (1717398316.7211902, 100), (1717398316.9584057, 100), (1717398317.1993704, 100), (1717398317.4396682, 100), (1717398317.6799836, 100), (1717398317.9192336, 100), (1717398318.1590064, 100), (1717398318.3992548, 100), (1717398318.6394038, 100), (1717398318.879652, 100), (1717398319.1186802, 100), (1717398319.3587394, 100), (1717398319.600407, 99), (1717398319.8410966, 100), (1717398320.0822735, 100), (1717398320.3219564, 100), (1717398320.561004, 100), (1717398320.8008358, 100), (1717398321.040607, 97), (1717398321.28153, 99), (1717398321.5213304, 99)]"
4,30,4,30,4,30,63954.463,128,6.014,16686.468,"[15639.984369277954, 15240.280628204346, 15643.23353767395, 15651.823282241821, 15233.513355255127, 15630.426168441772, 15621.633052825928, 15233.373403549194, 15643.829822540283, 15622.989177703857, 15209.301471710205, 15622.214078903198, 15629.50587272644, 15208.570957183838, 15608.03198814392, 15627.633333206177, 15211.747169494629, 15596.286535263062, 15623.944997787476, 15211.19499206543, 15601.670026779175, 15623.90923500061, 15227.087020874023, 15600.800037384033, 15632.432222366333, 15224.599123001099, 15600.812673568726, 15629.202127456665, 15224.039554595947, 15611.717462539673, 15633.579015731812, 15215.516805648804, 15612.112045288086, 15632.980346679688, 15210.610628128052, 15611.247539520264, 15608.102560043335, 15215.96646308899, 15606.085062026978, 15621.116876602173, 15210.3853225708, 15611.300468444824, 15622.56646156311, 15210.100650787354, 15611.300945281982, 15614.372968673706, 15187.98017501831, 15632.762432098389, 15604.45785522461, 15213.990926742554, 15584.85198020935, 15617.568731307983, 15210.03532409668, 15605.854511260986, 15621.955156326294, 15206.504583358765, 15604.88486289978, 15622.662544250488, 15206.838846206665, 15606.476545333862, 15624.762058258057, 15101.561307907104, 15621.405363082886, 15621.20270729065, 15097.99313545227, 15593.677520751953, 15620.965957641602, 15098.545789718628, 15601.25207901001, 15620.243787765503, 15096.55737876892, 15604.689598083496, 15619.523525238037, 15099.219560623169, 15605.144262313843, 15614.109754562378, 15094.776391983032, 15606.428861618042, 15618.935823440552, 15101.0422706604, 15614.323377609253, 15617.42615699768, 15098.631858825684, 15603.25026512146, 15617.695808410645, 15103.375911712646, 15608.004808425903, 15617.875576019287, 15115.798234939575, 15603.330135345459, 15615.039348602295, 15109.68828201294, 15604.384660720825, 15615.341901779175, 15109.230279922485, 15616.583347320557, 15615.379571914673, 20624.659299850464, 15609.638929367065, 21224.89833831787, 15110.9139919281, 20720.185041427612, 21222.493171691895, 20617.623329162598, 20721.866369247437, 21224.098205566406, 20627.109050750732, 20729.045152664185, 21222.594499588013, 20629.170179367065, 20734.398365020752, 21212.327241897583, 20627.607345581055, 20731.724977493286, 21214.370250701904, 20625.79655647278, 20728.434085845947, 21128.08847427368, 20620.838165283203, 20725.595474243164, 21126.311540603638, 20626.097679138184, 20725.571870803833, 21127.002477645874, 20624.203205108643, 20645.83158493042, 21126.707077026367, 20625.300645828247]","[(1717398407.5325842, 65), (1717398407.7732844, 2), (1717398408.0142984, 0), (1717398408.255602, 46), (1717398408.495119, 78), (1717398408.736539, 93), (1717398408.977882, 100), (1717398409.2191312, 99), (1717398409.4609244, 100), (1717398409.700532, 97), (1717398409.9429443, 97), (1717398410.1850283, 95), (1717398410.4271302, 99), (1717398410.671604, 98), (1717398410.91421, 98), (1717398411.1546414, 95), (1717398411.3957512, 97), (1717398411.6372797, 98), (1717398411.8773854, 96), (1717398412.117918, 97), (1717398412.3590748, 98), (1717398412.599568, 100), (1717398412.8408701, 99), (1717398413.0819852, 100), (1717398413.324123, 97), (1717398413.5661564, 99), (1717398413.8110282, 97), (1717398414.0531933, 100), (1717398414.293522, 100), (1717398414.53404, 99), (1717398414.7760205, 99), (1717398415.0177538, 95), (1717398415.2593372, 99), (1717398415.5015702, 98), (1717398415.7434626, 94), (1717398415.9855623, 98), (1717398416.2300665, 98), (1717398416.4725306, 100), (1717398416.712562, 99), (1717398416.9533155, 98), (1717398417.1971118, 99), (1717398417.4389682, 98), (1717398417.680102, 100), (1717398417.9266422, 96), (1717398418.169891, 97), (1717398418.4123406, 99), (1717398418.653264, 100), (1717398418.893039, 93), (1717398419.1329668, 98), (1717398419.3741975, 99), (1717398419.6159415, 99), (1717398419.8569252, 96), (1717398420.0982406, 95), (1717398420.340143, 99), (1717398420.5832589, 100), (1717398420.8246355, 100), (1717398421.0690954, 100), (1717398421.311706, 97), (1717398421.5549145, 100), (1717398421.797381, 100), (1717398422.0436375, 100), (1717398422.286788, 100), (1717398422.5298665, 100), (1717398422.7719824, 98), (1717398423.012873, 97), (1717398423.2529187, 92), (1717398423.4933732, 89), (1717398423.7377553, 39), (1717398423.9785326, 0), (1717398424.2191153, 0), (1717398424.4595351, 63), (1717398424.7018473, 84), (1717398424.9436615, 97), (1717398425.1883268, 100), (1717398425.4308667, 100), (1717398425.6719644, 99), (1717398425.9129126, 99), (1717398426.1549726, 100), (1717398426.3970604, 100), (1717398426.6419277, 100), (1717398426.8873863, 98), (1717398427.129778, 100), (1717398427.3702493, 100), (1717398427.6116946, 100), (1717398427.8532505, 99), (1717398428.0939407, 100), (1717398428.3366337, 97), (1717398428.581014, 100), (1717398428.8162358, 91), (1717398429.0485415, 63)]"
4,40,4,40,4,40,63536.208,128,5.721,16976.276,"[17055.777549743652, 15640.042304992676, 14754.640579223633, 17024.372577667236, 15665.034294128418, 14724.707126617432, 17019.416332244873, 15634.745121002197, 14751.100778579712, 17028.16677093506, 15723.191261291504, 14745.163440704346, 17027.759313583374, 15648.226737976074, 14716.591358184814, 17040.537357330322, 15655.904769897461, 14742.320775985718, 17039.33358192444, 21052.350997924805, 14742.26188659668, 17023.20122718811, 15700.366973876953, 14716.073513031006, 17020.88689804077, 15651.046514511108, 14795.467138290405, 17031.856298446655, 15619.88377571106, 14736.163854598999, 17002.06971168518, 21036.884307861328, 14730.557441711426, 17034.188985824585, 15698.110103607178, 14794.535636901855, 17030.30800819397, 15690.08731842041, 14789.527893066406, 16993.06893348694, 15634.80257987976, 14702.125310897827, 17021.721839904785, 15629.220008850098, 14722.578763961792, 17001.9748210907, 15633.651733398438, 14717.569589614868, 17019.5734500885, 15692.232131958008, 14707.157850265503, 17000.375032424927, 15631.442546844482, 14715.931177139282, 16986.518144607544, 15681.209802627563, 14780.930995941162, 17000.868558883667, 15630.184173583984, 14695.77407836914, 22325.833082199097, 21034.191608428955, 14689.228773117065, 17000.71620941162, 15630.300283432007, 19621.475219726562, 17015.668630599976, 15615.075588226318, 14707.080125808716, 16980.144262313843, 15690.25707244873, 14718.643426895142, 16986.6886138916, 15687.047481536865, 14772.097110748291, 16998.576402664185, 15672.678232192993, 14770.501852035522, 17009.881496429443, 15618.41607093811, 14707.785606384277, 17001.246690750122, 15607.860088348389, 14711.293697357178, 16973.644495010376, 15614.799976348877, 14687.248706817627, 16979.371786117554, 15619.99249458313, 14775.09069442749, 17008.485078811646, 15681.788682937622, 19612.473487854004, 16989.255666732788, 15612.583875656128, 14682.432651519775, 16988.808155059814, 15613.753080368042, 14705.685377120972, 17006.736755371094, 15613.20161819458, 19610.230922698975, 22310.558557510376, 15611.411094665527, 14700.68621635437, 22314.26692008972, 15674.829244613647, 19605.68141937256, 22313.896894454956, 21021.058797836304, 14705.742597579956, 22222.862720489502, 21017.24362373352, 19615.890741348267, 22221.17853164673, 21017.05050468445, 19618.01028251648, 22223.11544418335, 21017.00711250305, 19611.19246482849, 22224.190950393677, 20921.618223190308, 19611.371755599976, 22219.953775405884, 20915.983200073242, 19613.624811172485, 22234.288454055786, 20920.557260513306]","[(1717398509.6426928, 35), (1717398509.8785262, 0), (1717398510.1175613, 0), (1717398510.3609507, 0), (1717398510.600786, 0), (1717398510.8373728, 51), (1717398511.0764933, 56), (1717398511.3460746, 60), (1717398511.5855598, 87), (1717398511.8215795, 94), (1717398512.0604432, 95), (1717398512.2987459, 93), (1717398512.539108, 95), (1717398512.7783167, 93), (1717398513.0173914, 95), (1717398513.2563164, 94), (1717398513.4968767, 94), (1717398513.7371693, 95), (1717398513.9782684, 95), (1717398514.216656, 94), (1717398514.4561498, 94), (1717398514.695554, 95), (1717398514.93727, 94), (1717398515.1782167, 95), (1717398515.4200609, 93), (1717398515.6584947, 95), (1717398515.8986344, 94), (1717398516.1385813, 93), (1717398516.3781018, 93), (1717398516.616082, 94), (1717398516.8556445, 95), (1717398517.0958903, 95), (1717398517.3385804, 95), (1717398517.578833, 95), (1717398517.8189979, 93), (1717398518.057451, 94), (1717398518.2995245, 93), (1717398518.5374665, 95), (1717398518.7790027, 90), (1717398519.0181785, 96), (1717398519.2576284, 96), (1717398519.4973917, 96), (1717398519.7367575, 92), (1717398519.976646, 97), (1717398520.2147925, 92), (1717398520.4548287, 91), (1717398520.6979003, 94), (1717398520.9373872, 96), (1717398521.177043, 93), (1717398521.4164088, 93), (1717398521.6567159, 95), (1717398521.8957253, 91), (1717398522.1382577, 95), (1717398522.3774815, 91), (1717398522.6172562, 96), (1717398522.856459, 96), (1717398523.0940964, 94), (1717398523.3339512, 92), (1717398523.57362, 99), (1717398523.8141654, 93), (1717398524.0542684, 95), (1717398524.295239, 93), (1717398524.536482, 98), (1717398524.7759864, 94), (1717398525.0161297, 94), (1717398525.2555032, 86), (1717398525.4950573, 80), (1717398525.7329316, 83), (1717398525.972417, 79), (1717398526.2134938, 76), (1717398526.451828, 84), (1717398526.6926277, 87), (1717398526.933098, 79), (1717398527.1729352, 86), (1717398527.4151454, 90), (1717398527.6558626, 83), (1717398527.8963983, 84), (1717398528.1356666, 81), (1717398528.3749862, 84), (1717398528.6154225, 94), (1717398528.8552399, 97), (1717398529.0945942, 98), (1717398529.3327289, 99), (1717398529.5746293, 96), (1717398529.8149676, 95), (1717398530.054623, 88), (1717398530.2939012, 84), (1717398530.5337207, 80), (1717398530.7737825, 85), (1717398531.0149143, 85), (1717398531.2542672, 84), (1717398531.4934494, 71), (1717398531.7315154, 52), (1717398531.971524, 43), (1717398532.2116907, 53), (1717398532.450369, 55), (1717398532.6916726, 52)]"
4,50,4,50,4,50,66013.956,128,5.679,18048.891,"[22327.409029006958, 22322.75438308716, 17309.0341091156, 16474.53260421753, 22316.762924194336, 17309.536933898926, 16502.19988822937, 16598.270177841187, 17287.657260894775, 22307.218551635742, 22307.46340751648, 17304.685831069946, 22306.81324005127, 16593.14489364624, 22514.265775680542, 16492.29669570923, 16650.908708572388, 17303.164958953857, 16471.730709075928, 16657.378673553467, 17291.13531112671, 22305.227279663086, 16665.369510650635, 22504.300117492676, 16553.433656692505, 16660.314798355103, 17247.8084564209, 16478.88207435608, 22292.924880981445, 17287.381649017334, 16548.869848251343, 16650.65360069275, 17293.792009353638, 22295.493125915527, 16634.73081588745, 22496.995449066162, 16462.19301223755, 22289.95704650879, 17284.316301345825, 22295.30906677246, 22285.757303237915, 17244.473695755005, 16472.136974334717, 16647.770881652832, 17244.166135787964, 16534.273386001587, 16649.04832839966, 17287.460565567017, 16456.09951019287, 16641.430854797363, 17256.611108779907, 22286.637544631958, 16659.231185913086, 22491.85013771057, 16467.90099143982, 16644.13547515869, 22495.219945907593, 16537.782192230225, 16649.378299713135, 17280.178785324097, 16470.983743667603, 22281.986951828003, 17253.403902053833, 16446.768760681152, 22287.951707839966, 17277.459859848022, 16436.399221420288, 22278.46622467041, 17274.27649497986, 16445.926904678345, 16621.94275856018, 17276.51882171631, 16467.679738998413, 16619.4806098938, 17269.001960754395, 22270.678997039795, 16632.93695449829, 17272.120475769043, 16530.83848953247, 16638.949632644653, 17224.50613975525, 16527.441263198853, 16643.178462982178, 17226.529836654663, 16427.974700927734, 16651.746034622192, 17244.03667449951, 16457.111597061157, 16642.996788024902, 22483.863830566406, 16465.647220611572, 16617.31505393982, 17263.88192176819, 16460.40415763855, 16639.69612121582, 22463.67645263672, 16453.16791534424, 16640.70463180542, 17227.989435195923, 16462.64910697937, 22269.642114639282, 22476.075649261475, 16441.702604293823, 16548.376083374023, 17238.55757713318, 16421.074628829956, 16549.323081970215, 17227.68783569336, 16512.099266052246, 16546.984672546387, 17224.550485610962, 16421.534061431885, 16636.17706298828, 22468.52946281433, 16457.430124282837, 16636.909246444702, 17234.833478927612, 16448.26364517212, 16618.37673187256, 17251.43074989319, 22266.756534576416, 16635.501384735107, 17218.10746192932, 22262.01105117798, 16545.755863189697, 17210.304021835327, 16450.547218322754, 16633.41188430786]","[(1717398621.966174, 60), (1717398622.2094674, 0), (1717398622.4566996, 0), (1717398622.6983495, 0), (1717398622.9402833, 0), (1717398623.1851044, 54), (1717398623.4272249, 71), (1717398623.6679478, 84), (1717398623.9088745, 94), (1717398624.1491961, 93), (1717398624.38978, 93), (1717398624.629595, 95), (1717398624.869878, 91), (1717398625.1104562, 94), (1717398625.351338, 97), (1717398625.593635, 95), (1717398625.8358903, 94), (1717398626.0782738, 97), (1717398626.3238628, 96), (1717398626.5663233, 94), (1717398626.8069503, 95), (1717398627.0478323, 96), (1717398627.2890456, 94), (1717398627.5324934, 95), (1717398627.7783074, 94), (1717398628.0188515, 95), (1717398628.2636042, 94), (1717398628.5057673, 97), (1717398628.7469668, 98), (1717398628.9883027, 94), (1717398629.2298837, 98), (1717398629.508961, 94), (1717398629.7516153, 96), (1717398629.9941344, 96), (1717398630.2363784, 95), (1717398630.5221593, 94), (1717398630.7655115, 94), (1717398631.0002003, 97), (1717398631.237313, 94), (1717398631.4779363, 99), (1717398631.7183144, 99), (1717398631.9577675, 99), (1717398632.1956828, 95), (1717398632.436898, 98), (1717398632.6777875, 98), (1717398632.9167888, 98), (1717398633.1571436, 97), (1717398633.3968606, 96), (1717398633.636449, 96), (1717398633.877845, 99), (1717398634.116644, 93), (1717398634.356014, 97), (1717398634.5970294, 97), (1717398634.8365328, 99), (1717398635.076027, 100), (1717398635.3163161, 99), (1717398635.5503926, 93), (1717398635.786114, 99), (1717398636.0200171, 96), (1717398636.2561765, 99), (1717398636.4959998, 99), (1717398636.736402, 96), (1717398636.9761674, 97), (1717398637.2155879, 96), (1717398637.4554377, 97), (1717398637.6962633, 96), (1717398637.935581, 99), (1717398638.1752028, 95), (1717398638.4154038, 98), (1717398638.6554425, 94), (1717398638.8955505, 94), (1717398639.1340523, 82), (1717398639.3708386, 55), (1717398639.6047304, 47), (1717398639.8423648, 0), (1717398640.0762823, 35), (1717398640.3149009, 81), (1717398640.554057, 81), (1717398640.7943134, 96), (1717398641.0633786, 97), (1717398641.297835, 98), (1717398641.5361657, 96), (1717398641.7760754, 99), (1717398642.0140727, 95), (1717398642.2500253, 97), (1717398642.4857485, 96), (1717398642.720847, 95), (1717398642.9575982, 97), (1717398643.2466307, 97), (1717398643.4827151, 98), (1717398643.7171967, 99), (1717398643.9568808, 97), (1717398644.1935477, 97), (1717398644.4349675, 98), (1717398644.6744034, 97), (1717398644.9144914, 71)]"
