memory1,compute1,memory2,compute2,memory3,compute3,memory4,compute4,startup_time,arrival_rate,throughput,average_latency,latencies,utilization
3,20,3,20,3,20,3,20,-1,2,1.451,39858.533,"[5660.599231719971, 4939.713716506958, 5654.951572418213, 4948.399305343628, 5642.403602600098, 4937.308073043823, 5645.9596157073975, 4940.577983856201, 5642.153739929199, 4934.856653213501, 5637.071371078491, 4934.201240539551, 5633.8629722595215, 4931.927680969238, 5633.078336715698]","[(1717828689.6781209, 0), (1717828690.7225292, 0), (1717828691.7698658, 0), (1717828692.8163164, 0), (1717828693.8608174, 0), (1717828694.9089913, 0), (1717828695.9526727, 0), (1717828696.9971855, 0), (1717828698.0420644, 0), (1717828699.0864017, 0), (1717828700.1333916, 0), (1717828701.1782641, 0), (1717828702.2240927, 0), (1717828703.2685807, 0), (1717828704.313064, 0), (1717828705.359327, 0), (1717828706.3997247, 72), (1717828707.4432929, 100), (1717828708.4852867, 93), (1717828709.5245981, 100), (1717828710.5628548, 86)]"
3,20,3,20,3,20,3,20,-1,4,2.409,71327.686,"[9892.00496673584, 9181.95104598999, 9885.892629623413, 9163.419485092163, 9884.098529815674, 9173.171997070312, 9873.211145401001, 9156.05354309082, 9872.479915618896, 9156.977891921997, 9871.36697769165, 9150.62665939331, 9872.068881988525, 9149.351119995117, 9857.329607009888, 9149.816751480103, 9864.797115325928, 9159.045457839966, 9856.964111328125, 9143.718957901001, 9861.703872680664, 9141.871452331543, 9855.337381362915, 9139.570713043213, 9853.8179397583, 9145.307064056396, 9860.039710998535, 9140.522241592407, 9857.767343521118, 9140.45763015747]","[(1717828711.6045923, 0), (1717828712.6463099, 0), (1717828713.690138, 0), (1717828714.731162, 0), (1717828715.772453, 0), (1717828716.8163118, 0), (1717828717.8577392, 0), (1717828718.90063, 0), (1717828719.9431672, 0), (1717828720.9850707, 0), (1717828722.0262768, 0), (1717828723.068826, 0), (1717828724.1121702, 0), (1717828725.153787, 0), (1717828726.1988294, 0), (1717828727.2432256, 0), (1717828728.2823672, 100), (1717828729.3228939, 99), (1717828730.3617582, 96), (1717828731.4016109, 100), (1717828732.440891, 100), (1717828733.4801536, 95), (1717828734.5189254, 92), (1717828735.558429, 100), (1717828736.5980213, 88)]"
3,20,3,20,3,20,3,20,-1,6,3.026,105647.653,"[14696.42686843872, 13487.667322158813, 14684.022426605225, 13485.268354415894, 14687.74938583374, 13476.286172866821, 14675.716876983643, 13471.762895584106, 14689.238786697388, 13496.215105056763, 14674.580335617065, 13469.581842422485, 14673.598527908325, 13465.748310089111, 14676.955699920654, 13470.386981964111, 14667.345762252808, 13472.731113433838, 14668.866395950317, 13479.952812194824, 14672.147512435913, 13470.510721206665, 14679.033279418945, 13480.743885040283, 14670.064449310303, 13458.741426467896, 14680.706262588501, 13463.896751403809, 14668.849229812622, 13461.210012435913, 14670.539855957031, 13465.754985809326, 14656.951189041138, 13466.529846191406, 14664.616823196411, 13460.398435592651, 14674.330949783325, 13462.557315826416, 14671.868324279785, 13472.309112548828, 14672.895431518555, 13463.451623916626, 14673.37942123413, 13463.44542503357, 14670.883893966675]","[(1717828737.6415184, 0), (1717828738.6855705, 0), (1717828739.728591, 0), (1717828740.7697492, 0), (1717828741.811949, 0), (1717828742.8567297, 0), (1717828743.898944, 0), (1717828744.9461386, 0), (1717828745.988608, 0), (1717828747.0334752, 0), (1717828748.0754108, 0), (1717828749.1189842, 0), (1717828750.1610537, 0), (1717828751.20377, 0), (1717828752.2468004, 0), (1717828753.291084, 0), (1717828754.332642, 94), (1717828755.3733327, 100), (1717828756.413023, 98), (1717828757.4533353, 91), (1717828758.4948645, 98), (1717828759.535851, 97), (1717828760.5757847, 99), (1717828761.6097095, 98), (1717828762.6458957, 100), (1717828763.682395, 100), (1717828764.7167313, 90), (1717828765.752911, 96), (1717828766.7891545, 100), (1717828767.8233795, 71)]"
3,20,3,20,3,20,3,20,-1,8,3.441,145150.159,"[19826.93910598755, 18950.610876083374, 19839.396238327026, 18934.725046157837, 19819.816827774048, 18942.456245422363, 19820.782899856567, 18936.697483062744, 19799.501657485962, 18900.77543258667, 19831.755876541138, 18918.961763381958, 19798.725605010986, 18898.70285987854, 19799.35359954834, 18896.098136901855, 19819.440603256226, 18899.35278892517, 19793.676376342773, 18914.185523986816, 19792.698860168457, 18887.694597244263, 19808.842182159424, 18926.395416259766, 19793.224096298218, 18899.193048477173, 19816.470861434937, 18902.179956436157, 19819.530963897705, 18908.046007156372, 19806.654930114746, 18891.868352890015, 19814.489364624023, 18906.31604194641, 19784.184217453003, 18895.772695541382, 19803.495407104492, 18876.685857772827, 19780.593395233154, 18889.715909957886, 19782.290935516357, 18910.33172607422, 19805.286645889282, 18888.702154159546, 19802.639961242676, 18891.660928726196, 19802.892446517944, 18908.76054763794, 19803.35760116577, 18907.862424850464, 19801.100254058838, 18871.721982955933, 19761.14559173584, 18884.18936729431, 19800.65870285034, 18867.223262786865, 19791.80145263672, 18892.441987991333, 19798.420429229736, 18882.78031349182]","[(1717828768.8629053, 0), (1717828769.9027567, 0), (1717828770.9427934, 0), (1717828771.981698, 0), (1717828773.0209463, 0), (1717828774.0591388, 0), (1717828775.0970936, 0), (1717828776.1389933, 0), (1717828777.1762364, 0), (1717828778.214662, 0), (1717828779.2526665, 0), (1717828780.2919965, 0), (1717828781.330933, 0), (1717828782.3703136, 0), (1717828783.4090755, 0), (1717828784.4491777, 0), (1717828785.4848976, 100), (1717828786.5224512, 98), (1717828787.5568287, 98), (1717828788.5948024, 97), (1717828789.6343057, 100), (1717828790.6732361, 98), (1717828791.7129939, 93), (1717828792.7544043, 98), (1717828793.7931275, 99), (1717828794.8325617, 97), (1717828795.8728502, 100), (1717828796.91502, 96), (1717828797.9555526, 96), (1717828798.993679, 98), (1717828800.0334058, 95), (1717828801.0731924, 97), (1717828802.110425, 100), (1717828803.153267, 100), (1717828804.1926672, 87)]"
3,20,3,20,3,20,3,20,-1,10,3.667,165582.017,"[21537.12749481201, 21769.343614578247, 21468.186855316162, 21752.427339553833, 21473.227500915527, 21759.825944900513, 21520.526885986328, 21742.473363876343, 21522.773027420044, 21719.529151916504, 21462.218523025513, 21728.947639465332, 21455.08074760437, 21717.591285705566, 21520.01142501831, 25460.055589675903, 21516.44539833069, 21743.086099624634, 21519.851684570312, 21723.16813468933, 25846.70090675354, 21707.01551437378, 21444.812774658203, 21720.90196609497, 21446.942806243896, 21725.783824920654, 21438.9066696167, 25450.756311416626, 21442.739725112915, 21729.623556137085, 21444.401025772095, 21729.47859764099, 21445.027828216553, 21730.355262756348, 21504.46915626526, 21708.143949508667, 21440.921545028687, 21733.694314956665, 21500.15091896057, 21700.960874557495, 21436.4173412323, 21692.176580429077, 25832.074403762817, 21699.00107383728, 21410.550355911255, 21707.041263580322, 21419.90852355957, 21724.693775177002, 25828.945636749268, 21690.000772476196, 21412.580728530884, 21706.074714660645, 21424.92437362671, 25431.468963623047, 21413.333654403687, 21710.293292999268, 21486.67001724243, 21707.55672454834, 21478.00612449646, 25428.81727218628, 21495.578050613403, 21683.17413330078, 21424.264430999756, 21702.674627304077, 21492.217302322388, 21694.88573074341, 25825.729846954346, 21673.337697982788, 25819.52166557312, 21678.820371627808, 21409.906148910522, 21701.332092285156, 21480.213165283203, 21684.338331222534, 21409.95955467224]","[(1717828805.2325976, 0), (1717828806.2707384, 0), (1717828807.3095398, 0), (1717828808.3483107, 0), (1717828809.3873084, 0), (1717828810.4255135, 0), (1717828811.464311, 0), (1717828812.503424, 0), (1717828813.542429, 0), (1717828814.5809197, 0), (1717828815.6193037, 0), (1717828816.6578443, 0), (1717828817.6978948, 0), (1717828818.7398403, 0), (1717828819.7794352, 0), (1717828820.8174906, 0), (1717828821.853602, 93), (1717828822.890634, 99), (1717828823.9283886, 95), (1717828824.96736, 99), (1717828826.0069733, 100), (1717828827.0458643, 97), (1717828828.085671, 93), (1717828829.1251962, 96), (1717828830.1647544, 96), (1717828831.2053554, 100), (1717828832.2437851, 93), (1717828833.282482, 97), (1717828834.323497, 100), (1717828835.3629115, 98), (1717828836.4033287, 100), (1717828837.4436173, 100), (1717828838.4814744, 100), (1717828839.521855, 100), (1717828840.5601733, 99), (1717828841.6017375, 100), (1717828842.6426783, 0), (1717828843.680524, 100), (1717828844.720648, 100), (1717828845.7602606, 99)]"
3,20,3,20,3,20,3,20,-1,12,3.875,182264.806,"[21505.59711456299, 31412.124395370483, 21588.542938232422, 31413.557052612305, 21496.71483039856, 22296.10252380371, 21582.380294799805, 31404.02054786682, 21485.793352127075, 22272.3171710968, 30617.584943771362, 22274.8703956604, 30617.948293685913, 22255.125284194946, 30615.246534347534, 22252.03561782837, 21571.489810943604, 31402.523517608643, 21555.920124053955, 31392.4298286438, 21563.82441520691, 31389.80531692505, 21555.357694625854, 31398.717164993286, 21470.622777938843, 31390.983819961548, 30601.90510749817, 22256.980657577515, 30584.417819976807, 22245.567083358765, 21529.393672943115, 22250.91862678528, 21543.67446899414, 22236.78183555603, 21557.10482597351, 22246.440410614014, 21529.170989990234, 31385.72883605957, 30584.321975708008, 22260.905504226685, 21539.528846740723, 22223.66738319397, 21537.37187385559, 22257.43794441223, 21550.395727157593, 22242.780685424805, 30568.34864616394, 31365.35096168518, 30554.48842048645, 22198.680877685547, 21499.60470199585, 22214.74552154541, 21499.297618865967, 22221.522092819214, 21498.86202812195, 22203.804969787598, 21525.755405426025, 22216.134071350098, 30567.062616348267, 22227.515935897827, 21522.10259437561, 22226.943492889404, 21500.42176246643, 22229.473114013672, 21509.801387786865, 22195.743560791016, 21509.631872177124, 22203.882694244385, 21509.81831550598, 22201.29370689392, 21482.79047012329, 22205.726861953735, 21500.73480606079, 22219.767808914185, 21419.293642044067, 22201.435804367065, 21511.264085769653, 31330.650568008423, 30541.29719734192, 22208.37426185608, 21414.657831192017, 22217.310190200806, 21491.273403167725, 22215.45433998108, 30543.68567466736, 22172.76692390442, 21506.7241191864, 31332.444190979004, 30542.7508354187, 22202.85201072693]","[(1717828846.802168, 0), (1717828847.8419302, 0), (1717828848.8822334, 0), (1717828849.92356, 0), (1717828850.9658, 0), (1717828852.005745, 0), (1717828853.0456774, 0), (1717828854.0881891, 0), (1717828855.1308784, 0), (1717828856.1712348, 0), (1717828857.211811, 0), (1717828858.2601936, 0), (1717828859.3003197, 0), (1717828860.3387969, 0), (1717828861.3784122, 0), (1717828862.4188356, 0), (1717828863.4586585, 100), (1717828864.4995728, 100), (1717828865.540384, 97), (1717828866.5807688, 100), (1717828867.6201982, 99), (1717828868.6596885, 100), (1717828869.6997209, 100), (1717828870.7398865, 99), (1717828871.7794788, 100), (1717828872.8199909, 100), (1717828873.865237, 100), (1717828874.9094622, 100), (1717828875.95131, 98), (1717828876.9919195, 100), (1717828878.03244, 99), (1717828879.0739095, 100), (1717828880.114589, 99), (1717828881.1548417, 100), (1717828882.1952472, 95), (1717828883.235051, 100), (1717828884.2751136, 85), (1717828885.3145907, 88), (1717828886.3562794, 100), (1717828887.3964074, 100), (1717828888.4400947, 97), (1717828889.480177, 100), (1717828890.521001, 100), (1717828891.5644433, 97), (1717828892.6078622, 100), (1717828893.6471922, 85)]"
3,20,3,20,3,20,3,20,-1,14,4.046,205017.729,"[36855.97276687622, 21860.347270965576, 36856.16683959961, 35766.52789115906, 36866.42360687256, 21845.551013946533, 36759.88960266113, 35759.326457977295, 36845.39890289307, 35746.99068069458, 36841.763734817505, 21852.8254032135, 22322.211742401123, 21844.599962234497, 36834.48505401611, 35741.99628829956, 36838.87434005737, 35747.589349746704, 22319.605350494385, 35748.69656562805, 22329.914808273315, 35759.50860977173, 22278.783798217773, 21815.630435943604, 36842.984437942505, 35754.66179847717, 22317.203760147095, 35726.499795913696, 36821.81644439697, 21825.178384780884, 22315.342664718628, 21838.02318572998, 22305.569648742676, 21832.521200180054, 22306.9486618042, 21820.022583007812, 22315.16456604004, 35729.63047027588, 22306.692361831665, 21820.13201713562, 22308.355808258057, 21829.19192314148, 36809.83662605286, 21830.244064331055, 22299.45993423462, 21827.677965164185, 22288.990020751953, 21811.61379814148, 22284.153699874878, 21820.494890213013, 22298.2120513916, 21824.488401412964, 22299.740076065063, 21809.041023254395, 22254.611253738403, 35712.81623840332, 22302.191257476807, 21809.277057647705, 36809.77201461792, 21800.386428833008, 22297.139167785645, 21805.196285247803, 22283.57696533203, 21803.15327644348, 22250.14066696167, 35707.460165023804, 22280.012845993042, 21803.794622421265, 22282.094717025757, 21794.97003555298, 22248.01993370056, 35693.36986541748, 22246.04296684265, 21799.4966506958, 22280.835151672363, 21804.845094680786, 36811.22827529907, 21761.695384979248, 36798.471212387085, 21799.70121383667, 22286.112308502197, 21798.004388809204, 22267.992973327637, 21796.013355255127, 36777.91690826416, 35698.98223876953, 22279.557943344116, 35688.05122375488, 36799.24273490906, 21775.741577148438, 36795.32742500305, 21787.60552406311, 36780.89451789856, 35681.694984436035, 36691.874980926514, 21780.624389648438, 22259.371280670166, 35676.777601242065, 22267.44246482849, 21786.628246307373, 22270.57671546936, 35700.149059295654, 22260.60700416565, 35672.16396331787, 36769.585371017456]","[(1717828894.6913807, 0), (1717828895.7358942, 0), (1717828896.7785757, 0), (1717828897.82363, 0), (1717828898.8589926, 0), (1717828899.89738, 0), (1717828900.9353774, 0), (1717828901.974588, 0), (1717828903.012907, 0), (1717828904.051255, 0), (1717828905.0908866, 0), (1717828906.1280797, 0), (1717828907.1644208, 0), (1717828908.2009938, 0), (1717828909.2389915, 0), (1717828910.2764723, 0), (1717828911.3153613, 100), (1717828912.3539438, 100), (1717828913.3936672, 100), (1717828914.4316807, 99), (1717828915.4726305, 99), (1717828916.5142167, 95), (1717828917.5505116, 100), (1717828918.5911286, 100), (1717828919.6310062, 100), (1717828920.7008524, 99), (1717828921.738236, 92), (1717828922.7729914, 99), (1717828923.8130326, 99), (1717828924.8493986, 99), (1717828925.8896074, 97), (1717828926.9285378, 100), (1717828927.9696314, 99), (1717828929.0105176, 94), (1717828930.048756, 99), (1717828931.0870373, 100), (1717828932.1271315, 98), (1717828933.167409, 83), (1717828934.2081795, 99), (1717828935.2463129, 100), (1717828936.2861156, 99), (1717828937.3273668, 100), (1717828938.3682957, 100), (1717828939.4084866, 94), (1717828940.447018, 97), (1717828941.4849172, 100), (1717828942.5247104, 96), (1717828943.5645578, 100), (1717828944.6063275, 99), (1717828945.6455371, 100), (1717828946.6831331, 87)]"
3,20,3,20,3,20,3,20,-1,16,4.142,234622.946,"[22736.29903793335, 41467.77629852295, 22716.299533843994, 22227.735996246338, 22714.395999908447, 22213.032007217407, 22716.818809509277, 41468.94431114197, 22709.95283126831, 22192.111492156982, 42865.782499313354, 22120.402574539185, 42888.224601745605, 22216.31383895874, 42876.94597244263, 41462.60476112366, 22684.87000465393, 41485.793113708496, 22688.18998336792, 22171.828985214233, 42878.84473800659, 41474.52712059021, 22709.304094314575, 41467.34952926636, 42855.64613342285, 41477.025508880615, 42853.30510139465, 41478.20830345154, 42849.746227264404, 22190.606832504272, 42874.743938446045, 41468.870401382446, 22672.632455825806, 41471.68588638306, 22655.596256256104, 41474.95889663696, 22692.69895553589, 41445.36232948303, 42863.784313201904, 22189.82481956482, 42864.40324783325, 22157.546758651733, 42837.53299713135, 41444.72908973694, 42866.02187156677, 22164.649486541748, 22665.015697479248, 22160.604238510132, 22659.335374832153, 41462.77666091919, 42842.33355522156, 41434.47756767273, 42828.96161079407, 22178.250312805176, 22686.22374534607, 22088.58346939087, 42827.178955078125, 22147.599935531616, 22673.61569404602, 22141.045331954956, 22659.560918807983, 22140.713930130005, 22637.953996658325, 22151.986122131348, 42820.005655288696, 22170.0439453125, 22650.270700454712, 22146.639823913574, 22644.771099090576, 41445.97029685974, 22653.72323989868, 22172.11151123047, 22658.25605392456, 22167.508602142334, 22667.33455657959, 22149.076223373413, 42809.49807167053, 22119.82274055481, 42838.72890472412, 22144.649028778076, 42809.88526344299, 41399.770736694336, 22613.579511642456, 22053.818225860596, 22625.474214553833, 41420.018911361694, 22629.647254943848, 41422.356843948364, 42822.168827056885, 41396.010637283325, 22626.802444458008, 41472.39279747009, 22640.594482421875, 22137.30263710022, 42806.05053901672, 41383.1992149353, 42811.09809875488, 41387.45164871216, 22608.599185943604, 22105.393886566162, 22597.7783203125, 22131.89148902893, 42805.373191833496, 22124.290704727173, 42808.9873790741, 41402.838945388794, 22621.18625640869, 22110.336780548096, 22618.561267852783, 41371.47641181946, 42790.43436050415, 41403.32269668579, 42774.433612823486, 22122.218370437622, 22602.47254371643, 22027.331829071045, 22595.901012420654, 22090.874671936035, 42756.51288032532, 41390.73729515076]","[(1717828947.7245412, 0), (1717828948.7678547, 0), (1717828949.8098543, 0), (1717828950.8507044, 0), (1717828951.889432, 0), (1717828952.9289668, 0), (1717828953.967747, 0), (1717828955.006949, 0), (1717828956.0454874, 0), (1717828957.0844958, 0), (1717828958.1234574, 0), (1717828959.1632876, 0), (1717828960.202261, 0), (1717828961.2413287, 0), (1717828962.2804432, 0), (1717828963.3249948, 0), (1717828964.363505, 99), (1717828965.4008553, 100), (1717828966.4385624, 100), (1717828967.4773605, 92), (1717828968.5160136, 100), (1717828969.556629, 100), (1717828970.598484, 99), (1717828971.6379604, 100), (1717828972.6758103, 98), (1717828973.7156243, 98), (1717828974.7577553, 97), (1717828975.798104, 97), (1717828976.8366582, 99), (1717828977.876013, 96), (1717828978.9160733, 98), (1717828979.956655, 100), (1717828980.9962354, 97), (1717828982.0350912, 96), (1717828983.0735216, 97), (1717828984.1147208, 100), (1717828985.1534686, 100), (1717828986.1944277, 0), (1717828987.2322483, 95), (1717828988.2735214, 98), (1717828989.3128176, 100), (1717828990.353636, 99), (1717828991.3942413, 97), (1717828992.434907, 99), (1717828993.4746473, 97), (1717828994.514, 100), (1717828995.5536485, 97), (1717828996.5933332, 96), (1717828997.6335151, 97), (1717828998.673069, 96), (1717828999.7122915, 98), (1717829000.7507424, 100), (1717829001.7906425, 100), (1717829002.8304029, 99), (1717829003.870952, 100), (1717829004.9109254, 92), (1717829005.9518929, 82)]"
3,40,3,40,3,40,3,40,86060.846,2,1.549,61776.267,"[4155.59720993042, 4349.838495254517, 4144.6239948272705, 3843.172073364258, 4141.729116439819, 4337.51916885376, 4138.3607387542725, 3842.0915603637695, 4136.2433433532715, 4334.837198257446, 4138.1165981292725, 3833.211898803711, 4136.690139770508, 4328.233242034912, 4131.23631477356, 3834.51509475708, 4136.111497879028, 4334.709882736206, 4134.2010498046875, 3829.1330337524414, 4132.750988006592, 4330.341815948486, 4129.655838012695, 3832.7956199645996, 4131.993293762207, 4327.923536300659, 4128.290891647339, 3824.7413635253906, 4129.332542419434, 4324.536323547363]","[(1717829175.151702, 49), (1717829176.192902, 0), (1717829177.2339797, 0), (1717829178.2736986, 0), (1717829179.313121, 0), (1717829180.357051, 0), (1717829181.3994114, 0), (1717829182.4392157, 0), (1717829183.478702, 0), (1717829184.5177665, 0), (1717829185.5568726, 0), (1717829186.595697, 0), (1717829187.6344526, 0), (1717829188.6730754, 0), (1717829189.7122107, 0), (1717829190.751395, 0), (1717829191.791211, 100), (1717829192.8318758, 98), (1717829193.8718827, 100), (1717829194.9107275, 63)]"
3,40,3,40,3,40,3,40,86060.846,4,2.541,121975.392,"[7983.830451965332, 8185.247421264648, 7865.960597991943, 8575.358390808105, 7977.736949920654, 8169.5616245269775, 7866.762399673462, 8560.904264450073, 7956.219673156738, 8164.46328163147, 7870.923042297363, 8559.117317199707, 7972.666263580322, 8158.622264862061, 7866.436719894409, 8559.495449066162, 7971.666574478149, 8173.084497451782, 7856.429100036621, 8558.095932006836, 7959.219932556152, 8157.602310180664, 7862.998962402344, 8552.286386489868, 7947.7739334106445, 8164.553642272949, 7843.026399612427, 8554.375171661377, 7955.198049545288, 8150.088787078857, 7850.666284561157, 8553.422927856445, 7960.538148880005, 8165.625095367432, 7846.217393875122, 8552.96802520752, 7945.740222930908, 8144.807815551758, 7854.791164398193, 8556.912660598755, 7940.083980560303, 8149.328708648682, 7836.639642715454, 8551.970720291138, 7947.684526443481, 8160.990476608276, 7844.664573669434, 8552.410364151001, 7942.580938339233, 8147.290229797363, 7838.45591545105, 8553.345441818237, 7953.490495681763, 8154.301166534424, 7840.444803237915, 8559.923648834229, 7950.711250305176, 8141.551494598389, 7845.157861709595, 8559.145212173462]","[(1717829195.9539304, 0), (1717829196.9935014, 0), (1717829198.0330284, 0), (1717829199.073425, 0), (1717829200.1126487, 0), (1717829201.1521473, 0), (1717829202.192099, 0), (1717829203.2340841, 0), (1717829204.2764523, 0), (1717829205.3167837, 0), (1717829206.359796, 0), (1717829207.4029045, 0), (1717829208.4432385, 0), (1717829209.4831986, 0), (1717829210.5243814, 0), (1717829211.5650098, 0), (1717829212.6048832, 93), (1717829213.6441169, 99), (1717829214.682671, 99), (1717829215.721691, 100), (1717829216.7612894, 99), (1717829217.8010888, 100), (1717829218.841019, 99), (1717829219.87931, 67)]"
