memory1,compute1,memory2,compute2,startup_time,arrival_rate,throughput,average_latency,latencies,utilization
6,20,6,20,60703.406,2,0.822,277873.801,"[21386.484146118164, 15686.72490119934, 21388.770580291748, 15674.52096939087, 21381.834983825684, 15666.234016418457, 21390.414237976074, 15672.523736953735, 21382.98749923706, 15659.02304649353, 21473.567962646484, 15672.920942306519, 21375.19383430481, 15659.87491607666, 21383.718490600586, 15666.723489761353, 21370.16487121582, 15654.922246932983, 21377.05707550049, 15666.705846786499, 21373.896837234497, 15661.285638809204, 21381.21485710144, 15661.622524261475, 21366.522312164307, 15661.903381347656, 21366.150856018066, 15662.225723266602, 21360.085248947144, 15662.32705116272]","[(1717884664.1695502, 51), (1717884665.2088242, 0), (1717884666.2476912, 0), (1717884667.2863367, 0), (1717884668.3240204, 0), (1717884669.361801, 0), (1717884670.4000201, 0), (1717884671.4385006, 0), (1717884672.475171, 0), (1717884673.5135627, 0), (1717884674.552639, 0), (1717884675.5921195, 0), (1717884676.631451, 0), (1717884677.6702185, 0), (1717884678.7085369, 0), (1717884679.747424, 0), (1717884680.7863603, 93), (1717884681.8235896, 80), (1717884682.8628209, 81), (1717884683.9025474, 79), (1717884684.9429724, 76), (1717884685.9836936, 77), (1717884687.0235908, 76), (1717884688.0626452, 80), (1717884689.1024325, 79), (1717884690.1427488, 81), (1717884691.183709, 77), (1717884692.220482, 77), (1717884693.2600296, 79), (1717884694.3008783, 82), (1717884695.3406055, 48), (1717884696.3818574, 47), (1717884697.4202623, 49), (1717884698.460174, 55), (1717884699.4983413, 48), (1717884700.5398397, 48)]"
6,20,6,20,60703.406,4,1.038,554522.901,"[42777.522563934326, 31243.395566940308, 42733.38985443115, 31212.62526512146, 42740.368127822876, 31228.211641311646, 42743.09468269348, 31224.316596984863, 42744.959354400635, 31211.042881011963, 42733.09683799744, 31247.63035774231, 42745.779275894165, 31242.29669570923, 42737.21432685852, 31214.5414352417, 42757.95364379883, 31213.46354484558, 42748.745918273926, 31215.851545333862, 42760.133028030396, 31228.384256362915, 42745.54920196533, 31216.0964012146, 42756.73055648804, 31222.27907180786, 42722.59306907654, 31207.515954971313, 42738.74807357788, 31210.12282371521, 42750.202894210815, 31216.708183288574, 42741.67203903198, 31219.605207443237, 42724.210023880005, 31191.461086273193, 42751.25050544739, 31209.351778030396, 42737.86473274231, 31218.494415283203, 42647.04871177673, 31226.993560791016, 42732.63430595398, 31213.61017227173, 42646.236181259155, 31225.58283805847, 42643.67604255676, 31227.078914642334, 42639.071464538574, 31224.736213684082, 42642.786264419556, 31227.158784866333, 42639.75763320923, 31225.31247138977, 42648.38528633118, 31234.47012901306, 42648.84662628174, 31233.22033882141, 42649.16753768921, 31231.355905532837]","[(1717884701.58214, 0), (1717884702.6224616, 0), (1717884703.6615317, 0), (1717884704.700163, 0), (1717884705.7399766, 0), (1717884706.778504, 0), (1717884707.8166776, 0), (1717884708.8545182, 0), (1717884709.893073, 0), (1717884710.9318984, 0), (1717884711.970196, 0), (1717884713.010198, 0), (1717884714.0484939, 0), (1717884715.0888946, 0), (1717884716.1273203, 0), (1717884717.1653185, 42), (1717884718.203017, 87), (1717884719.2409923, 83), (1717884720.279435, 72), (1717884721.3170867, 76), (1717884722.3541746, 78), (1717884723.3927364, 76), (1717884724.4319427, 78), (1717884725.4709222, 78), (1717884726.5108888, 82), (1717884727.553911, 60), (1717884728.5939293, 80), (1717884729.6338468, 82), (1717884730.6734216, 80), (1717884731.7120755, 85), (1717884732.7521753, 81), (1717884733.791038, 85), (1717884734.832108, 81), (1717884735.8728044, 81), (1717884736.9139104, 81), (1717884737.9540756, 90), (1717884738.9938998, 82), (1717884740.0334182, 78), (1717884741.0712204, 75), (1717884742.1101723, 80), (1717884743.1503296, 78), (1717884744.1889899, 78), (1717884745.2286549, 86), (1717884746.2710752, 83), (1717884747.311575, 80), (1717884748.3521292, 50), (1717884749.3913329, 48), (1717884750.4301891, 56), (1717884751.4692798, 50), (1717884752.5102203, 47), (1717884753.552959, 57), (1717884754.5961194, 51), (1717884755.6378224, 52), (1717884756.6801395, 50), (1717884757.7240567, 48), (1717884758.7670882, 51)]"
6,20,6,20,60703.406,6,1.371,596949.926,"[49531.506061553955, 50627.50768661499, 49530.42149543762, 50623.46053123474, 49516.28851890564, 50625.24390220642, 49526.710748672485, 36159.9018573761, 36051.24855041504, 36160.176277160645, 36056.51640892029, 36155.24411201477, 36081.52389526367, 36084.373235702515, 36062.70670890808, 36139.41693305969, 49504.18472290039, 50609.42506790161, 36065.685749053955, 36075.00600814819, 49512.20512390137, 36081.302881240845, 36033.06722640991, 36074.81622695923, 49510.441064834595, 50607.82241821289, 36023.462533950806, 50609.278202056885, 36051.13101005554, 36124.37295913696, 36031.33845329285, 36076.15351676941, 36029.234647750854, 36129.239320755005, 36051.72777175903, 50591.18103981018, 36069.24223899841, 36133.906841278076, 36045.082569122314, 36061.66481971741, 36032.00721740723, 36119.640588760376, 49487.24365234375, 36069.07534599304, 49501.447677612305, 36069.05388832092, 36019.577503204346, 36050.93765258789, 36047.84035682678, 36061.06877326965, 36019.41990852356, 36106.518507003784, 36065.1695728302, 36123.393058776855, 36020.95055580139, 50603.1768321991, 36043.38765144348, 36120.83721160889, 36033.32734107971, 36114.32647705078, 36023.95558357239, 36054.75211143494, 36011.21711730957, 36128.97253036499, 36035.913705825806, 50588.42349052429, 49478.065729141235, 36035.47739982605, 36022.34768867493, 36118.37673187256, 36055.05967140198, 36054.853200912476, 36015.9797668457, 36110.02707481384, 36041.189193725586, 36055.18651008606, 36039.53790664673, 36032.997131347656, 36027.312994003296, 36111.051082611084, 36011.48700714111, 50587.857484817505, 49479.764461517334, 36051.35726928711, 36046.964168548584, 50585.57963371277, 49481.5788269043, 36040.39001464844, 36050.18639564514, 50582.07440376282]","[(1717884759.812559, 0), (1717884760.85369, 0), (1717884761.8943186, 0), (1717884762.9377449, 0), (1717884763.98097, 0), (1717884765.0227747, 0), (1717884766.063533, 0), (1717884767.105439, 0), (1717884768.1488893, 0), (1717884769.1903338, 0), (1717884770.2324347, 0), (1717884771.2769022, 0), (1717884772.318891, 0), (1717884773.3629014, 0), (1717884774.4053912, 0), (1717884775.449948, 0), (1717884776.493247, 90), (1717884777.5365672, 83), (1717884778.578518, 79), (1717884779.6222117, 77), (1717884780.6636255, 77), (1717884781.7060468, 76), (1717884782.7504787, 77), (1717884783.7957942, 77), (1717884784.8354297, 93), (1717884785.8779361, 90), (1717884786.9207947, 88), (1717884787.9625006, 88), (1717884789.0068507, 84), (1717884790.0490525, 91), (1717884791.092606, 87), (1717884792.1361778, 96), (1717884793.177291, 87), (1717884794.222012, 88), (1717884795.2611995, 94), (1717884796.29705, 88), (1717884797.3346288, 92), (1717884798.371779, 90), (1717884799.40806, 88), (1717884800.4489202, 88), (1717884801.4889083, 88), (1717884802.5281153, 87), (1717884803.5678298, 88), (1717884804.6057668, 89), (1717884805.647527, 91), (1717884806.6863122, 87), (1717884807.725207, 88), (1717884808.7621953, 84), (1717884809.8037496, 90), (1717884810.8449924, 93), (1717884811.8829458, 0), (1717884812.921898, 81), (1717884813.9612713, 88), (1717884815.001249, 91), (1717884816.0419874, 89), (1717884817.08372, 91), (1717884818.1232026, 87), (1717884819.1621208, 89), (1717884820.200208, 85), (1717884821.240564, 83), (1717884822.2816336, 84), (1717884823.3211482, 82), (1717884824.3613937, 89), (1717884825.399056, 66)]"
6,20,6,20,60703.406,8,1.305,781149.115,"[34089.35308456421, 35368.255615234375, 34083.94503593445, 76905.13920783997, 65192.67797470093, 76902.59838104248, 34053.76172065735, 35364.680767059326, 34072.39365577698, 35349.47419166565, 65158.31398963928, 35385.38336753845, 65156.9447517395, 76880.04302978516, 34042.42730140686, 35384.52363014221, 65171.01240158081, 76906.26740455627, 34075.432777404785, 76907.71222114563, 34074.76806640625, 35369.8296546936, 65151.41248703003, 76903.4218788147, 65172.369718551636, 35348.20342063904, 65186.43593788147, 76913.23351860046, 34046.80323600769, 35362.80345916748, 34049.34501647949, 35376.216173172, 34035.50457954407, 76906.71944618225, 34060.60576438904, 35345.89767456055, 65144.58084106445, 35354.48741912842, 34063.3111000061, 35345.781326293945, 34065.91749191284, 76889.244556427, 33966.044902801514, 35326.712131500244, 65176.72681808472, 76874.6235370636, 65174.267530441284, 76901.7174243927, 65168.3452129364, 76873.75831604004, 34028.86462211609, 76893.08905601501, 34014.69016075134, 76868.37005615234, 65161.11779212952, 35339.81251716614, 34024.86848831177, 76888.74959945679, 34034.05833244324, 35325.68669319153, 34052.06203460693, 35335.30902862549, 33957.900285720825, 76881.83498382568, 65169.60573196411, 76847.99146652222, 34050.482749938965, 76863.73329162598, 34013.71383666992, 76881.01553916931, 65162.373065948486, 35355.78370094299, 34045.01032829285, 76856.23812675476, 34033.867597579956, 76891.00360870361, 34044.955253601074, 35304.274559020996, 65156.078815460205, 76874.91059303284, 65152.607917785645, 35343.17755699158, 65155.66539764404, 76883.94117355347, 65155.967235565186, 35327.58450508118, 65152.2421836853, 35337.183475494385, 65158.342599868774, 35331.42971992493, 34038.57469558716, 76886.83724403381, 34042.81449317932, 35320.2223777771, 65148.57029914856, 76870.10455131531, 65158.21361541748, 35335.21580696106, 65152.45032310486, 76876.29771232605, 34041.08691215515, 76840.25287628174, 34016.30258560181, 76871.93965911865, 65140.03872871399, 35323.01616668701, 33946.0666179657, 35305.84979057312, 34010.5984210968, 35333.308935165405, 65140.13338088989, 76867.77091026306, 65147.303342819214, 35320.81389427185, 33942.211627960205, 76864.7084236145, 65138.832330703735, 35335.58487892151, 34026.684284210205, 35316.08867645264]","[(1717884826.4398804, 0), (1717884827.4788697, 0), (1717884828.5182233, 0), (1717884829.5593822, 0), (1717884830.6005774, 0), (1717884831.6405833, 0), (1717884832.6810076, 0), (1717884833.719691, 0), (1717884834.7600543, 0), (1717884835.79921, 0), (1717884836.8387566, 0), (1717884837.877983, 0), (1717884838.9167964, 0), (1717884839.9555054, 0), (1717884840.994183, 0), (1717884842.033441, 0), (1717884843.0727117, 87), (1717884844.1124034, 91), (1717884845.152531, 87), (1717884846.192271, 88), (1717884847.2351947, 90), (1717884848.273206, 84), (1717884849.314613, 88), (1717884850.3529224, 86), (1717884851.3918388, 86), (1717884852.4301507, 83), (1717884853.469949, 88), (1717884854.5101626, 88), (1717884855.5513792, 85), (1717884856.5929806, 89), (1717884857.632264, 95), (1717884858.6712043, 91), (1717884859.7106137, 89), (1717884860.7503798, 92), (1717884861.7908802, 93), (1717884862.8329031, 92), (1717884863.8737082, 87), (1717884864.9141657, 78), (1717884865.9535577, 80), (1717884866.9932945, 83), (1717884868.0342004, 84), (1717884869.0766892, 80), (1717884870.1154659, 82), (1717884871.1553323, 82), (1717884872.19459, 83), (1717884873.2338889, 84), (1717884874.274716, 81), (1717884875.3202274, 78), (1717884876.3636258, 47), (1717884877.40551, 69), (1717884878.4459808, 82), (1717884879.4861245, 83), (1717884880.5270393, 79), (1717884881.570318, 78), (1717884882.6106105, 83), (1717884883.6505976, 81), (1717884884.695368, 56), (1717884885.7376814, 72), (1717884886.7827826, 75), (1717884887.8254297, 75), (1717884888.8706715, 77), (1717884889.9159548, 80), (1717884890.9612355, 77), (1717884892.0040793, 83), (1717884893.045072, 83), (1717884894.0879712, 77), (1717884895.1315491, 78), (1717884896.1746178, 80), (1717884897.2221553, 81), (1717884898.2659476, 82), (1717884899.3133764, 85), (1717884900.3578959, 86), (1717884901.40153, 79), (1717884902.4453535, 80), (1717884903.489064, 80), (1717884904.538329, 85), (1717884905.5848253, 78), (1717884906.621617, 78), (1717884907.6574118, 52), (1717884908.6944468, 54), (1717884909.732942, 62), (1717884910.771786, 58), (1717884911.8096616, 62), (1717884912.8490255, 59), (1717884913.888903, 59), (1717884914.9275742, 61), (1717884915.9686031, 61), (1717884917.0112405, 61), (1717884918.04905, 63)]"
6,20,6,20,60703.406,10,1.65,768766.099,"[30758.504152297974, 30363.04473876953, 30772.98402786255, 75258.83936882019, 30725.146293640137, 65062.55292892456, 65621.10495567322, 30361.108779907227, 30753.98898124695, 65123.20160865784, 30757.742643356323, 30445.229530334473, 30757.704257965088, 30466.715335845947, 65611.0646724701, 30447.211980819702, 65589.82038497925, 30352.517127990723, 30726.98736190796, 30436.0249042511, 30741.68086051941, 65129.8611164093, 65617.13576316833, 65103.00850868225, 30731.05812072754, 75248.6789226532, 65607.0487499237, 30440.547943115234, 75831.91275596619, 65124.671459198, 30739.14098739624, 65113.50750923157, 75811.33532524109, 65092.5407409668, 30723.28805923462, 65127.89440155029, 65606.00090026855, 30433.141708374023, 75806.76531791687, 65112.030029296875, 30723.068475723267, 30327.19874382019, 65607.46145248413, 65029.00147438049, 65595.7453250885, 65111.961126327515, 30724.223375320435, 30434.53860282898, 30730.32808303833, 65107.2199344635, 30725.993871688843, 65112.30278015137, 65577.91876792908, 75239.2110824585, 75783.75816345215, 65082.44228363037, 65601.08804702759, 65020.718574523926, 30728.6217212677, 30415.778160095215, 30717.557668685913, 30410.390853881836, 30712.36777305603, 65096.24409675598, 65602.28109359741, 65018.71633529663, 30724.522590637207, 65071.46096229553, 65601.23491287231, 30312.931776046753, 65605.36026954651, 65017.961263656616, 65601.37152671814, 30414.166688919067, 30708.827018737793, 65094.67101097107, 65578.15504074097, 65074.63788986206, 65563.33231925964, 30405.162572860718, 30711.440801620483, 30403.48482131958, 30712.039947509766, 30417.672634124756, 30705.74641227722, 30415.85636138916, 65591.62020683289, 30411.177396774292, 65588.09494972229, 65096.82059288025, 65596.30227088928, 30404.170513153076, 65594.56062316895, 30409.899950027466, 65545.12691497803, 75195.28245925903, 65589.02096748352, 65084.83910560608, 65593.72901916504, 65095.82996368408, 65585.61849594116, 75191.02907180786, 65583.5702419281, 30417.636156082153, 75790.6129360199, 30403.15294265747, 30706.854581832886, 65091.825008392334, 65588.3800983429, 30298.476934432983, 75778.79405021667, 65064.82720375061, 65575.99067687988, 30294.647932052612, 30701.215505599976, 30410.537719726562, 75777.68802642822, 65074.4194984436, 30687.758207321167, 30392.482042312622, 30671.221494674683, 30387.76993751526, 65579.65874671936, 75220.9894657135, 30693.143606185913, 65079.750061035156, 30695.07098197937, 75211.60984039307, 65552.93107032776, 65084.77473258972, 30691.761016845703, 30293.83111000061, 65526.25751495361, 75176.92685127258, 65550.04549026489, 65053.215742111206, 30680.521726608276, 65063.92192840576, 65571.13289833069, 65071.78282737732, 65546.37169837952, 75204.261302948, 75755.17082214355, 65065.84429740906, 30693.283796310425, 30283.094882965088, 75781.47387504578, 30381.170749664307, 30686.079025268555, 30287.014961242676]","[(1717884919.0908544, 0), (1717884920.1323938, 0), (1717884921.1724184, 0), (1717884922.213033, 0), (1717884923.251627, 0), (1717884924.2898757, 0), (1717884925.3295276, 0), (1717884926.3703191, 0), (1717884927.4082675, 0), (1717884928.4463985, 0), (1717884929.4843225, 0), (1717884930.5221906, 0), (1717884931.5601683, 0), (1717884932.5988052, 0), (1717884933.6373477, 0), (1717884934.682495, 10), (1717884935.7226715, 100), (1717884936.761696, 100), (1717884937.8032775, 100), (1717884938.841789, 99), (1717884939.8832607, 98), (1717884940.9221902, 100), (1717884941.9607987, 88), (1717884943.0033336, 90), (1717884944.0420926, 89), (1717884945.0836387, 98), (1717884946.1228492, 97), (1717884947.161778, 99), (1717884948.1994915, 97), (1717884949.238062, 99), (1717884950.277348, 97), (1717884951.3175414, 97), (1717884952.358003, 91), (1717884953.4012685, 94), (1717884954.4390924, 97), (1717884955.4790423, 92), (1717884956.5186508, 95), (1717884957.558277, 95), (1717884958.5994382, 89), (1717884959.643889, 93), (1717884960.681818, 89), (1717884961.7198899, 94), (1717884962.7589135, 88), (1717884963.797718, 94), (1717884964.8366895, 94), (1717884965.8766317, 65), (1717884966.9155567, 94), (1717884967.953741, 93), (1717884968.996928, 82), (1717884970.0383909, 95), (1717884971.077784, 85), (1717884972.1189418, 94), (1717884973.1578276, 96), (1717884974.1966825, 87), (1717884975.238062, 90), (1717884976.2774014, 90), (1717884977.3184838, 92), (1717884978.3593812, 92), (1717884979.401726, 96), (1717884980.4469473, 90), (1717884981.491727, 97), (1717884982.532077, 88), (1717884983.5707757, 96), (1717884984.612105, 88), (1717884985.6566331, 83), (1717884986.6966872, 90), (1717884987.7373273, 85), (1717884988.7792912, 93), (1717884989.8207989, 87), (1717884990.8628583, 95), (1717884991.9070563, 88), (1717884992.9500809, 92), (1717884993.9901483, 90), (1717884995.0312548, 89), (1717884996.0744898, 88), (1717884997.1182318, 96), (1717884998.1654391, 91), (1717884999.2071095, 96), (1717885000.251732, 0), (1717885001.2933197, 83), (1717885002.3379958, 83), (1717885003.3837082, 84), (1717885004.4263406, 92), (1717885005.4669664, 92), (1717885006.508063, 83), (1717885007.5514479, 90), (1717885008.593122, 90), (1717885009.6365957, 79)]"
6,20,6,20,60703.406,12,1.473,985593.209,"[32205.215454101562, 32687.307834625244, 32196.757555007935, 32691.813468933105, 32211.55285835266, 32713.171243667603, 32204.622983932495, 32702.69775390625, 75135.57434082031, 70113.6245727539, 75201.80797576904, 32709.760189056396, 107105.25107383728, 70130.61618804932, 75206.45928382874, 96984.69305038452, 75121.7565536499, 96988.78002166748, 32177.95968055725, 70116.34087562561, 107121.03843688965, 32698.143243789673, 75122.225522995, 70078.75537872314, 107089.96319770813, 96972.0265865326, 107096.20380401611, 96981.36043548584, 107114.4118309021, 96971.63939476013, 107119.9562549591, 70121.2420463562, 107101.14789009094, 32672.01805114746, 32195.279836654663, 70111.00602149963, 75098.85549545288, 32686.85007095337, 32176.03325843811, 32688.369512557983, 75190.39988517761, 70115.60416221619, 75102.9863357544, 70071.18940353394, 32169.238805770874, 70072.07226753235, 32190.597772598267, 96959.00321006775, 75116.26362800598, 70111.80257797241, 32177.537441253662, 32656.108379364014, 32183.741569519043, 70104.6142578125, 32174.362659454346, 32664.490938186646, 32151.437759399414, 32682.812690734863, 75179.5494556427, 70088.46759796143, 75106.97531700134, 70100.97408294678, 32168.864011764526, 70086.34901046753, 75172.21903800964, 32652.22120285034, 32135.015726089478, 96952.60334014893, 32147.9275226593, 70083.15587043762, 32139.64343070984, 70101.00555419922, 107065.68884849548, 32650.31409263611, 32159.97862815857, 70083.14347267151, 32170.138120651245, 32637.07995414734, 32166.354656219482, 32580.599069595337, 32141.078233718872, 32675.70471763611, 75082.4716091156, 70056.59556388855, 75082.94200897217, 70097.74851799011, 75168.18189620972, 70083.97722244263, 32160.459518432617, 70084.20491218567, 107062.48927116394, 32574.58233833313, 75082.17906951904, 70057.40141868591, 75157.10639953613, 70076.50446891785, 75085.40773391724, 96981.79268836975, 75169.05403137207, 96982.21921920776, 107075.75535774231, 96952.94880867004, 107086.1496925354, 96951.84922218323, 107088.17648887634, 96976.70650482178, 32134.8557472229, 32638.46445083618, 32150.794982910156, 70053.66849899292, 75150.39682388306, 32569.453477859497, 75148.9953994751, 32616.743564605713, 75152.66466140747, 70057.95407295227, 107072.14999198914, 70040.93956947327, 32155.375957489014, 70086.25102043152, 75069.61607933044, 32562.87384033203, 32136.401891708374, 32639.413356781006, 75142.39525794983, 32639.760971069336, 32133.517026901245, 32559.133052825928, 75073.40621948242, 32651.98540687561, 32129.323959350586, 32618.47758293152, 32129.38618659973, 70059.80467796326, 32135.762929916382, 70061.60140037537, 75142.2472000122, 32652.891159057617, 107040.89951515198, 70062.175989151, 75146.05379104614, 32556.233644485474, 75071.87390327454, 70073.15325737, 107050.54020881653, 70070.87087631226, 75154.6151638031, 96945.81723213196, 32110.872745513916, 32617.188930511475, 32127.13932991028, 32612.01524734497, 75069.26131248474, 32645.70665359497, 32106.446743011475, 96955.66010475159, 75053.21526527405, 70063.00067901611, 107046.74553871155, 96918.07913780212, 107053.77888679504, 96952.32653617859, 75136.24668121338, 32618.3123588562, 75070.53828239441, 96933.33268165588, 107044.69799995422, 96939.6002292633, 107046.89741134644, 96950.81496238708, 107038.24591636658, 96952.02326774597, 107052.40654945374, 96928.70450019836, 107043.25318336487, 96951.13730430603, 107064.11695480347, 96950.85978507996, 107054.64386940002, 96933.78639221191]","[(1717885010.6852853, 0), (1717885011.72853, 0), (1717885012.7729785, 0), (1717885013.816774, 0), (1717885014.8611217, 0), (1717885015.9049344, 0), (1717885016.9510057, 0), (1717885017.993836, 0), (1717885019.0384996, 0), (1717885020.0824084, 0), (1717885021.1295874, 0), (1717885022.17446, 0), (1717885023.2185776, 0), (1717885024.2644613, 0), (1717885025.309722, 0), (1717885026.3519623, 37), (1717885027.3974516, 100), (1717885028.4404519, 100), (1717885029.4764826, 93), (1717885030.5138607, 97), (1717885031.5523112, 87), (1717885032.5916467, 85), (1717885033.6317532, 91), (1717885034.6715586, 92), (1717885035.712436, 90), (1717885036.7502842, 98), (1717885037.7909095, 90), (1717885038.8300834, 91), (1717885039.8699348, 97), (1717885040.9087765, 93), (1717885041.9492693, 88), (1717885042.9883206, 96), (1717885044.0290735, 85), (1717885045.0680382, 89), (1717885046.1080606, 93), (1717885047.1477427, 86), (1717885048.1872985, 81), (1717885049.2283816, 83), (1717885050.2677965, 89), (1717885051.3066094, 96), (1717885052.3460212, 93), (1717885053.385987, 85), (1717885054.4285572, 86), (1717885055.4679472, 87), (1717885056.50585, 91), (1717885057.5444107, 87), (1717885058.5841115, 70), (1717885059.623434, 78), (1717885060.665152, 88), (1717885061.7053685, 98), (1717885062.7459326, 85), (1717885063.7864833, 95), (1717885064.8257139, 90), (1717885065.8655827, 92), (1717885066.9027956, 87), (1717885067.9415085, 89), (1717885068.9847846, 92), (1717885070.0276065, 84), (1717885071.0655432, 99), (1717885072.1049147, 89), (1717885073.145371, 71), (1717885074.1854894, 56), (1717885075.2271183, 74), (1717885076.2694368, 75), (1717885077.3095453, 79), (1717885078.350504, 82), (1717885079.3923354, 75), (1717885080.4374948, 78), (1717885081.4808435, 78), (1717885082.5232072, 82), (1717885083.56328, 84), (1717885084.602988, 82), (1717885085.6429896, 83), (1717885086.6866205, 77), (1717885087.7287867, 81), (1717885088.7707407, 83), (1717885089.8163204, 79), (1717885090.8571968, 81), (1717885091.901568, 80), (1717885092.943734, 82), (1717885093.984226, 84), (1717885095.0260248, 85), (1717885096.0725584, 69), (1717885097.1156974, 66), (1717885098.1565616, 77), (1717885099.2012732, 80), (1717885100.2473705, 79), (1717885101.2910957, 80), (1717885102.3331196, 76), (1717885103.3747814, 81), (1717885104.417587, 80), (1717885105.4593332, 83), (1717885106.500574, 85), (1717885107.547027, 77), (1717885108.5927548, 82), (1717885109.6317418, 83), (1717885110.6739388, 85), (1717885111.7151203, 82), (1717885112.7598345, 83), (1717885113.8026695, 82), (1717885114.8505218, 88), (1717885115.8930707, 84), (1717885116.934011, 82), (1717885117.9766452, 84), (1717885119.020707, 79), (1717885120.066085, 86), (1717885121.110626, 75), (1717885122.156928, 85), (1717885123.2023196, 55), (1717885124.2493193, 60), (1717885125.2948384, 62), (1717885126.3410833, 59), (1717885127.3863733, 59), (1717885128.4317029, 59), (1717885129.468167, 62), (1717885130.4989798, 63), (1717885131.5385487, 59), (1717885132.575739, 57)]"
