memory1,compute1,startup_time,arrival_rate,throughput,average_latency,latencies,utilization
2,100,46022.229,2,0.814,326792.511,"[21800.746202468872, 21779.60157394409, 21777.8377532959, 21778.997659683228, 21779.22296524048, 21783.62798690796, 21788.445711135864, 21779.70242500305, 21783.868312835693, 21783.650636672974, 21777.562856674194, 21792.648315429688, 21778.438806533813, 21785.216331481934, 21782.03845024109, 21785.161018371582, 21775.047302246094, 21769.73867416382, 21785.82787513733, 21789.30687904358, 21789.84308242798, 21793.863534927368, 21786.055326461792, 21790.23051261902, 21788.374423980713, 21795.9988117218, 21793.959379196167, 21798.725605010986, 21796.918392181396, 21794.365406036377]","[(1717874517.4986165, 37), (1717874518.5401459, 0), (1717874519.5809004, 0), (1717874520.6229622, 0), (1717874521.666205, 0), (1717874522.7079818, 0), (1717874523.7486172, 0), (1717874524.791222, 0), (1717874525.835547, 0), (1717874526.8762336, 0), (1717874527.917684, 0), (1717874528.959471, 0), (1717874530.0032315, 0), (1717874531.0445638, 0), (1717874532.0854082, 0), (1717874533.1266763, 0), (1717874534.1664667, 28), (1717874535.2063956, 23), (1717874536.2490275, 43), (1717874537.2909117, 38), (1717874538.3319697, 38), (1717874539.374354, 40), (1717874540.4177418, 37), (1717874541.4588618, 31), (1717874542.5012677, 34), (1717874543.5406258, 41), (1717874544.581862, 39), (1717874545.6256337, 37), (1717874546.66645, 30), (1717874547.7090003, 31), (1717874548.7524555, 35), (1717874549.798072, 29), (1717874550.8409836, 29), (1717874551.8769906, 28), (1717874552.9121559, 29), (1717874553.9495852, 38)]"
2,100,46022.229,4,0.948,528370.522,"[48234.08389091492, 24607.145071029663, 24611.162662506104, 24603.04284095764, 24615.75198173523, 24642.553329467773, 24611.3920211792, 24630.032539367676, 24612.404108047485, 24636.07954978943, 24612.640142440796, 24629.328727722168, 24603.875160217285, 24615.546941757202, 48196.025371551514, 24626.425743103027, 24593.66011619568, 48208.21285247803, 24621.87886238098, 24630.77163696289, 48215.516805648804, 48208.44507217407, 24587.525844573975, 48188.35711479187, 48192.17896461487, 48190.48857688904, 48191.89548492432, 24607.025146484375, 24618.696212768555, 48196.736335754395, 24594.273805618286, 48191.0936832428, 24618.149995803833, 48189.02826309204, 48200.69861412048, 48195.611238479614, 48207.19766616821, 48197.22557067871, 48193.559646606445, 24628.777027130127, 48191.49589538574, 24574.06759262085, 24612.2624874115, 48200.31666755676, 24614.383220672607, 48196.991205215454, 24603.68061065674, 24605.123043060303, 48177.16431617737, 24587.430000305176, 24589.799642562866, 24620.94283103943, 48172.107458114624, 48196.6814994812, 48205.41572570801, 48202.247619628906, 24563.22956085205, 24615.20791053772, 48196.77758216858, 48202.26836204529]","[(1717874554.9895983, 0), (1717874556.0272324, 0), (1717874557.0640483, 0), (1717874558.100025, 0), (1717874559.1386545, 0), (1717874560.177044, 0), (1717874561.2158382, 0), (1717874562.2543385, 0), (1717874563.292428, 0), (1717874564.331423, 0), (1717874565.3709908, 0), (1717874566.4103048, 0), (1717874567.449982, 0), (1717874568.489665, 0), (1717874569.5290499, 0), (1717874570.5689538, 0), (1717874571.605876, 39), (1717874572.6435564, 40), (1717874573.6848013, 40), (1717874574.721626, 37), (1717874575.7630157, 38), (1717874576.8036876, 36), (1717874577.8414583, 36), (1717874578.8821878, 32), (1717874579.920979, 33), (1717874580.960428, 37), (1717874581.996316, 28), (1717874583.0328064, 29), (1717874584.0726786, 30), (1717874585.1104932, 30), (1717874586.1489198, 31), (1717874587.1889677, 27), (1717874588.2298675, 29), (1717874589.269001, 30), (1717874590.3080063, 26), (1717874591.3472116, 30), (1717874592.385232, 27), (1717874593.4249163, 27), (1717874594.463873, 25), (1717874595.50371, 0), (1717874596.5409892, 41), (1717874597.579324, 25), (1717874598.6186197, 25), (1717874599.6593378, 34), (1717874600.6965046, 30), (1717874601.7364166, 27), (1717874602.775915, 31), (1717874603.8146434, 26), (1717874604.85558, 24), (1717874605.8946338, 27), (1717874606.9351792, 29), (1717874607.9782772, 26), (1717874609.016494, 27), (1717874610.0540435, 33), (1717874611.0940485, 26), (1717874612.1333554, 27), (1717874613.1756465, 30), (1717874614.2139742, 37), (1717874615.253499, 40), (1717874616.2943664, 25), (1717874617.3353536, 26), (1717874618.3756793, 15)]"
2,100,46022.229,6,0.831,930685.515,"[32557.34872817993, 68862.68424987793, 32566.27655029297, 32544.776678085327, 68870.25904655457, 93285.29596328735, 32542.48094558716, 32544.039964675903, 68885.95962524414, 68866.57977104187, 32549.51286315918, 32546.93865776062, 32572.567462921143, 68894.19341087341, 32565.20676612854, 32531.06665611267, 68865.7910823822, 68856.25267028809, 93266.69001579285, 93237.36691474915, 93276.94988250732, 32563.258171081543, 68890.34700393677, 93266.56913757324, 68890.629529953, 32534.239530563354, 68890.85936546326, 93265.20562171936, 68859.14635658264, 68861.82737350464, 68837.05639839172, 32530.604124069214, 68852.30112075806, 68877.04157829285, 32526.065587997437, 68889.7807598114, 68882.50875473022, 32544.037580490112, 93263.04006576538, 93255.32507896423, 93253.43942642212, 32509.907007217407, 32518.94783973694, 32559.68713760376, 68864.49408531189, 93233.76321792603, 32535.686254501343, 32555.32717704773, 93256.80756568909, 68883.31532478333, 93256.36100769043, 32532.455682754517, 32549.972772598267, 68832.36455917358, 68825.27923583984, 68879.54831123352, 68849.78318214417, 32549.620628356934, 68857.41424560547, 68839.69831466675, 32520.912647247314, 32539.172410964966, 68875.22768974304, 93255.92160224915, 32502.302169799805, 32536.230087280273, 32524.561643600464, 32537.272214889526, 32528.46121788025, 93251.0256767273, 93246.04320526123, 68851.32169723511, 68819.07272338867, 93249.92203712463, 32537.135362625122, 68838.20247650146, 68871.90651893616, 93240.03720283508, 32522.95446395874, 32503.78704071045, 68870.95546722412, 68849.74765777588, 68846.71139717102, 93235.06259918213, 93240.77916145325, 93229.12287712097, 93239.0124797821, 93148.55647087097, 93247.66778945923, 93142.04859733582]","[(1717874619.4178085, 0), (1717874620.4605186, 0), (1717874621.5032034, 0), (1717874622.5434237, 0), (1717874623.5832984, 0), (1717874624.6229045, 0), (1717874625.6658514, 0), (1717874626.7084353, 0), (1717874627.7481081, 0), (1717874628.7878666, 0), (1717874629.8270345, 0), (1717874630.8666835, 0), (1717874631.9066973, 0), (1717874632.947637, 0), (1717874633.9892964, 0), (1717874635.0323184, 0), (1717874636.0710118, 23), (1717874637.10961, 42), (1717874638.1487427, 24), (1717874639.1881516, 25), (1717874640.227222, 25), (1717874641.2663836, 24), (1717874642.3053887, 24), (1717874643.3454247, 26), (1717874644.3850954, 27), (1717874645.425821, 30), (1717874646.4647143, 27), (1717874647.5045047, 26), (1717874648.5437467, 26), (1717874649.5837722, 23), (1717874650.6230056, 24), (1717874651.6640537, 24), (1717874652.7065148, 27), (1717874653.747612, 24), (1717874654.7876554, 23), (1717874655.8281221, 23), (1717874656.8685706, 24), (1717874657.9127555, 23), (1717874658.9551423, 24), (1717874660.0000074, 24), (1717874661.041707, 24), (1717874662.0817914, 23), (1717874663.1265416, 23), (1717874664.1681042, 24), (1717874665.209985, 23), (1717874666.254094, 23), (1717874667.299321, 24), (1717874668.3417156, 0), (1717874669.3853805, 23), (1717874670.4281826, 25), (1717874671.4717283, 25), (1717874672.5126114, 25), (1717874673.5598366, 29), (1717874674.6008964, 26), (1717874675.6398742, 11), (1717874676.6783898, 24), (1717874677.71742, 25), (1717874678.7537963, 25), (1717874679.7920673, 22), (1717874680.8287923, 25), (1717874681.8686893, 24), (1717874682.9097807, 23), (1717874683.951366, 24), (1717874684.9876297, 15), (1717874686.0279453, 21), (1717874687.0680118, 17), (1717874688.106549, 19), (1717874689.1464527, 19), (1717874690.186091, 15), (1717874691.22628, 19), (1717874692.2665453, 20), (1717874693.3063595, 19), (1717874694.3467462, 20), (1717874695.384673, 18), (1717874696.4246163, 19), (1717874697.4646997, 21), (1717874698.5046837, 19), (1717874699.54675, 28), (1717874700.5864687, 25), (1717874701.6255732, 22), (1717874702.664437, 26), (1717874703.7054896, 27), (1717874704.7451735, 33), (1717874705.782603, 23), (1717874706.822432, 23), (1717874707.862089, 25), (1717874708.9014552, 23), (1717874709.9454954, 24), (1717874710.9848614, 21), (1717874712.0223615, 22), (1717874713.0609345, 25), (1717874714.0996225, 25), (1717874715.140591, 26), (1717874716.1797717, 24), (1717874717.2198293, 28), (1717874718.2616425, 23), (1717874719.3022206, 27), (1717874720.3411136, 28), (1717874721.3794794, 26), (1717874722.418016, 26), (1717874723.4577677, 25), (1717874724.4981666, 27), (1717874725.5406802, 23), (1717874726.5806582, 22), (1717874727.6195197, 23)]"
2,100,46022.229,8,0.892,1144521.195,"[100007.23099708557, 100032.47451782227, 99991.95718765259, 69129.03094291687, 100014.13559913635, 100012.20989227295, 69138.59558105469, 69161.61561012268, 99996.56319618225, 99976.81450843811, 99985.68940162659, 32338.446378707886, 69155.05361557007, 99986.19985580444, 69149.38116073608, 69116.98174476624, 32366.512537002563, 100009.63687896729, 32325.860738754272, 99994.80819702148, 69102.85878181458, 32379.332542419434, 100009.95206832886, 99982.34391212463, 32384.684324264526, 100012.23802566528, 99972.33629226685, 99998.13294410706, 69128.14426422119, 99975.19493103027, 69094.81000900269, 99969.07663345337, 100006.37817382812, 32321.240663528442, 32309.166193008423, 69123.01015853882, 32318.75514984131, 69100.79336166382, 32363.12460899353, 32310.837745666504, 69114.56346511841, 69136.2087726593, 69085.97493171692, 32334.74826812744, 69104.71153259277, 32309.380292892456, 32368.969678878784, 32312.52098083496, 32300.755739212036, 99976.97257995605, 32377.866506576538, 32375.526905059814, 69139.56046104431, 32374.077081680298, 32351.186513900757, 69133.79383087158, 32376.021146774292, 69135.91289520264, 69071.82550430298, 32357.698678970337, 69123.94571304321, 99989.75706100464, 69089.25032615662, 32309.683799743652, 69133.21876525879, 32340.51251411438, 32316.120386123657, 32298.725843429565, 69128.14688682556, 32310.121536254883, 69124.83716011047, 69084.39373970032, 32292.548656463623, 32305.28473854065, 99985.14103889465, 69101.58491134644, 32340.279579162598, 32348.45542907715, 32349.00736808777, 69088.77348899841, 69126.51038169861, 99978.1391620636, 69124.18508529663, 99978.37829589844, 69121.22583389282, 32341.83406829834, 99963.95945549011, 99961.7190361023, 69075.11782646179, 69089.24007415771, 99958.82558822632, 99973.49309921265, 99941.08891487122, 99940.05799293518, 99948.35877418518, 32353.728532791138, 99951.42674446106, 69101.72319412231, 99937.29829788208, 119446.5217590332, 119515.79976081848, 119518.58162879944, 119433.95853042603, 119517.54808425903, 119442.05594062805, 119519.4661617279, 119440.61374664307, 119520.50042152405, 119443.38750839233, 119439.42379951477, 119446.3918209076, 119449.69415664673, 119442.07501411438, 119456.53319358826, 119450.70433616638, 119455.24740219116, 119451.12299919128, 119454.06460762024, 119456.73632621765, 119453.14455032349]","[(1717874728.6632447, 0), (1717874729.7060063, 0), (1717874730.749326, 0), (1717874731.789322, 0), (1717874732.832206, 0), (1717874733.8761559, 0), (1717874734.9173334, 0), (1717874735.9586143, 0), (1717874737.0014105, 0), (1717874738.03804, 0), (1717874739.0806212, 0), (1717874740.1214204, 0), (1717874741.1614788, 0), (1717874742.2021847, 0), (1717874743.2446165, 0), (1717874744.286211, 28), (1717874745.3291597, 29), (1717874746.3713155, 26), (1717874747.4122906, 25), (1717874748.451761, 24), (1717874749.491832, 24), (1717874750.5320506, 25), (1717874751.571545, 25), (1717874752.6105452, 26), (1717874753.6506653, 25), (1717874754.6941764, 26), (1717874755.7344263, 23), (1717874756.7739918, 23), (1717874757.8139703, 22), (1717874758.8577712, 25), (1717874759.8978145, 22), (1717874760.937803, 27), (1717874761.9787486, 25), (1717874763.0238662, 20), (1717874764.0665174, 26), (1717874765.1118941, 25), (1717874766.1515362, 25), (1717874767.1945384, 25), (1717874768.237648, 25), (1717874769.2785268, 23), (1717874770.3233979, 27), (1717874771.365893, 26), (1717874772.409188, 25), (1717874773.4502738, 24), (1717874774.4913096, 24), (1717874775.532749, 26), (1717874776.578161, 0), (1717874777.6191223, 38), (1717874778.6664395, 31), (1717874779.7087982, 29), (1717874780.7532368, 25), (1717874781.7973442, 29), (1717874782.8422976, 25), (1717874783.8857167, 24), (1717874784.9283016, 19), (1717874785.9747205, 20), (1717874787.0149302, 19), (1717874788.0549414, 21), (1717874789.094207, 20), (1717874790.1351027, 20), (1717874791.1750884, 17), (1717874792.2152138, 25), (1717874793.2537673, 23), (1717874794.2930222, 21), (1717874795.3334248, 22), (1717874796.3738322, 20), (1717874797.4134617, 19), (1717874798.4543483, 20), (1717874799.4958756, 21), (1717874800.5337903, 20), (1717874801.5719984, 18), (1717874802.6123924, 22), (1717874803.651307, 21), (1717874804.6907604, 24), (1717874805.7306855, 21), (1717874806.770514, 19), (1717874807.8098323, 22), (1717874808.8499036, 21), (1717874809.8889403, 20), (1717874810.929599, 19), (1717874811.9695513, 19), (1717874813.0095766, 15), (1717874814.049186, 3), (1717874815.0881689, 21), (1717874816.1267154, 18), (1717874817.1666489, 39), (1717874818.207154, 37), (1717874819.247152, 32), (1717874820.2876792, 23), (1717874821.3262668, 25), (1717874822.3666933, 28), (1717874823.406689, 26), (1717874824.4465702, 31), (1717874825.484668, 28), (1717874826.5246584, 31), (1717874827.5647018, 32), (1717874828.6060436, 22), (1717874829.6448631, 29), (1717874830.686317, 23), (1717874831.7249935, 29), (1717874832.76379, 28), (1717874833.8027725, 25), (1717874834.844918, 24), (1717874835.8871317, 27), (1717874836.9266646, 27), (1717874837.9663804, 24), (1717874839.005465, 27), (1717874840.04856, 32), (1717874841.0889704, 33), (1717874842.1291647, 25), (1717874843.1695142, 31), (1717874844.2122023, 0), (1717874845.2525787, 38), (1717874846.2921665, 28), (1717874847.3305972, 36), (1717874848.3696842, 27), (1717874849.4099722, 27), (1717874850.4530249, 24), (1717874851.4978385, 25), (1717874852.5400207, 27), (1717874853.581307, 29), (1717874854.6237993, 27), (1717874855.6652055, 23), (1717874856.7056868, 26), (1717874857.7449982, 26), (1717874858.7855148, 24), (1717874859.8247328, 35), (1717874860.8655915, 25), (1717874861.9087157, 25), (1717874862.948804, 29)]"
2,100,46022.229,10,0.884,1367956.715,"[99036.26751899719, 30307.054042816162, 30292.55771636963, 30307.3832988739, 66833.95648002625, 66841.54891967773, 98996.26231193542, 66848.8085269928, 30295.34935951233, 99006.0567855835, 66841.139793396, 66822.3090171814, 99016.71171188354, 66836.35687828064, 66830.7933807373, 66867.13528633118, 66840.23809432983, 30254.77385520935, 66857.6295375824, 98981.24051094055, 99023.56052398682, 30362.90407180786, 99019.60062980652, 30269.64521408081, 99012.43281364441, 98998.5077381134, 99011.97624206543, 30297.90234565735, 30356.63938522339, 66826.9898891449, 99011.65652275085, 99008.08143615723, 66833.571434021, 99015.99788665771, 98975.66771507263, 99019.48928833008, 98970.25752067566, 66851.23920440674, 30356.99510574341, 30268.605947494507, 30319.61989402771, 99006.53743743896, 66852.01048851013, 30272.67289161682, 30342.339277267456, 66825.87933540344, 66839.0429019928, 66804.04949188232, 30280.500411987305, 30285.45308113098, 66756.56771659851, 98982.19227790833, 66820.03378868103, 99055.91368675232, 30238.133668899536, 98981.77099227905, 98995.35799026489, 66842.75078773499, 30349.974632263184, 30235.78381538391, 66844.44093704224, 30263.6821269989, 98961.88592910767, 30333.781003952026, 30261.784315109253, 98978.80935668945, 30336.111545562744, 66803.25102806091, 30275.46763420105, 30267.019033432007, 66752.51770019531, 66818.74418258667, 66825.0777721405, 66764.27626609802, 99049.9758720398, 99050.32420158386, 30228.817462921143, 30226.048707962036, 98990.43798446655, 66747.36952781677, 30237.487077713013, 66747.70259857178, 98972.68581390381, 66819.8971748352, 30318.965911865234, 30312.897205352783, 66813.43102455139, 66800.02021789551, 30259.86361503601, 98994.8000907898, 98967.55528450012, 66793.22814941406, 134163.68007659912, 98989.40777778625, 30334.856748580933, 66782.78684616089, 98991.01829528809, 30260.683059692383, 98966.55178070068, 98951.72619819641, 134172.01948165894, 134172.99008369446, 134189.92066383362, 134185.19115447998, 134199.87082481384, 134137.0906829834, 134133.15200805664, 134122.94936180115, 134116.7712211609, 134126.3291835785, 134123.38876724243, 134124.44376945496, 134128.03411483765, 134124.3975162506, 134123.16417694092, 134138.78560066223, 134120.82195281982, 134151.3204574585, 134134.57322120667, 134126.06573104858, 134137.38226890564, 134127.77304649353, 134129.40049171448, 134151.30877494812, 134159.68441963196, 134167.02723503113, 134158.6902141571, 134170.4969406128, 134167.9880619049, 134183.82596969604, 134179.7206401825, 134184.38839912415, 154525.0141620636, 154480.58152198792, 154494.63367462158, 154550.69160461426, 154483.24131965637, 154482.49983787537, 154491.78194999695, 154492.78163909912, 154499.03893470764, 154496.82641029358, 154499.90725517273, 154505.07736206055, 154500.82778930664, 154497.76148796082, 154508.51774215698, 154501.96743011475, 154509.68050956726, 154526.40509605408]","[(1717874863.9963849, 0), (1717874865.0375113, 0), (1717874866.0783708, 0), (1717874867.1196387, 0), (1717874868.163449, 0), (1717874869.2042468, 0), (1717874870.2462082, 0), (1717874871.2899597, 0), (1717874872.3310313, 0), (1717874873.3713422, 0), (1717874874.4134014, 0), (1717874875.4580636, 0), (1717874876.500371, 0), (1717874877.5484347, 0), (1717874878.592555, 0), (1717874879.633072, 38), (1717874880.672818, 39), (1717874881.7131965, 35), (1717874882.7538977, 27), (1717874883.7974393, 28), (1717874884.8412771, 24), (1717874885.8853014, 29), (1717874886.9307618, 35), (1717874887.9728758, 31), (1717874889.0136552, 25), (1717874890.055, 39), (1717874891.099324, 27), (1717874892.1418664, 31), (1717874893.1889288, 32), (1717874894.2309551, 19), (1717874895.275002, 18), (1717874896.316316, 19), (1717874897.3593392, 17), (1717874898.4010334, 20), (1717874899.4407043, 19), (1717874900.4830496, 24), (1717874901.5218847, 29), (1717874902.5593154, 26), (1717874903.5997596, 23), (1717874904.6381035, 30), (1717874905.681397, 33), (1717874906.720389, 36), (1717874907.7598858, 14), (1717874908.798648, 30), (1717874909.8396075, 0), (1717874910.8773513, 36), (1717874911.9166453, 23), (1717874912.958031, 27), (1717874913.9974203, 26), (1717874915.0352292, 23), (1717874916.0772498, 24), (1717874917.1085238, 26), (1717874918.14715, 28), (1717874919.1878457, 26), (1717874920.2269027, 16), (1717874921.2657197, 18), (1717874922.3047001, 18), (1717874923.3437521, 20), (1717874924.3812249, 20), (1717874925.4207633, 21), (1717874926.4597282, 19), (1717874927.498066, 18), (1717874928.5364347, 19), (1717874929.5741088, 18), (1717874930.6131063, 21), (1717874931.6527617, 20), (1717874932.6922834, 17), (1717874933.7310224, 18), (1717874934.7710397, 21), (1717874935.810125, 20), (1717874936.8498468, 18), (1717874937.8823237, 18), (1717874938.9250305, 19), (1717874939.9655192, 22), (1717874941.0044901, 25), (1717874942.0434668, 25), (1717874943.0821853, 32), (1717874944.121058, 22), (1717874945.1622107, 24), (1717874946.204553, 0), (1717874947.2486832, 33), (1717874948.2890954, 26), (1717874949.3308938, 23), (1717874950.371943, 24), (1717874951.410058, 25), (1717874952.4496803, 22), (1717874953.4896097, 24), (1717874954.527778, 24), (1717874955.5659788, 25), (1717874956.60966, 23), (1717874957.6506195, 25), (1717874958.69083, 23), (1717874959.7306154, 25), (1717874960.7705107, 24), (1717874961.813018, 25), (1717874962.8569484, 27), (1717874963.8962252, 34), (1717874964.9347942, 29), (1717874965.9766629, 24), (1717874967.0219195, 25), (1717874968.0661905, 22), (1717874969.1062255, 28), (1717874970.1459358, 32), (1717874971.1870167, 35), (1717874972.2302132, 22), (1717874973.270563, 34), (1717874974.312206, 29), (1717874975.3555446, 24), (1717874976.4006655, 24), (1717874977.443172, 34), (1717874978.4852543, 0), (1717874979.5282319, 41), (1717874980.5696893, 25), (1717874981.6121604, 29), (1717874982.646888, 27), (1717874983.6883814, 31), (1717874984.7302244, 25), (1717874985.772908, 24), (1717874986.8177154, 26), (1717874987.860983, 26), (1717874988.9045815, 37), (1717874989.9469037, 28), (1717874990.9910524, 26), (1717874992.03513, 27), (1717874993.0787892, 27), (1717874994.1193268, 28), (1717874995.1645489, 28), (1717874996.205952, 27), (1717874997.2502935, 22), (1717874998.294984, 18), (1717874999.3347573, 18), (1717875000.3735545, 18), (1717875001.4120452, 18), (1717875002.450521, 18), (1717875003.489923, 20), (1717875004.5280356, 20), (1717875005.566601, 19), (1717875006.6060464, 21), (1717875007.6483114, 18), (1717875008.6855612, 19), (1717875009.7246604, 19), (1717875010.7611794, 18), (1717875011.7983005, 20), (1717875012.8354883, 25), (1717875013.874141, 0), (1717875014.9120164, 30), (1717875015.9498787, 26), (1717875016.9892998, 33), (1717875018.0258896, 21), (1717875019.0662842, 28), (1717875020.1037502, 17), (1717875021.1426425, 19), (1717875022.184036, 19), (1717875023.222482, 17), (1717875024.2607193, 20), (1717875025.301553, 23), (1717875026.3427427, 19), (1717875027.3844512, 21), (1717875028.4227908, 20), (1717875029.463166, 21), (1717875030.500393, 19), (1717875031.5410175, 20), (1717875032.5806901, 21), (1717875033.6195102, 21)]"
