request_id,taskid,deadline,accuracy,requestsize,registrationts,deployts,executionts,responsets,node,variant,instance,state,error,totaltime,accuracy

ac9c2165-4123-4fd4-a51c-208afdc36101,text-summarization,60000,80,1,2024-06-11T16:42:35+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:11+05:30,2024-06-11T16:43:17+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,42333,85
a94e81b3-7a42-424a-8fbd-d4134c3d878f,text-summarization,60000,80,1,2024-06-11T16:43:35+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,12628,85
a9fb5fc6-0894-4784-ae43-de4b72a60f6e,text-summarization,60000,80,1,2024-06-11T16:43:35+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,12627,85
61908166-2cc2-446c-b120-cd57d91249c2,text-summarization,60000,80,1,2024-06-11T16:43:35+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,12622,85
9802ba9e-4ef5-4b61-aa34-44877094c8bf,text-summarization,60000,80,1,2024-06-11T16:43:37+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,10595,85
6917b602-e409-4d60-9091-e8b8453b75f5,text-summarization,60000,80,1,2024-06-11T16:43:39+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,8568,85
45b358e8-65f7-4f8f-b0f6-47e9b831998f,text-summarization,60000,80,1,2024-06-11T16:43:36+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,11621,85
269102c1-72ad-4628-96f8-1b71c794f9ea,text-summarization,60000,80,1,2024-06-11T16:43:38+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,9594,85
78bcac4c-c744-4d4f-8e0b-6551aa90a426,text-summarization,60000,80,1,2024-06-11T16:43:37+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,10608,85
1c67b1d1-9047-4fef-a3fe-2b878727c546,text-summarization,60000,80,1,2024-06-11T16:43:38+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,9600,85
9f786e93-e6c0-4bf1-b2e5-15c563b566fe,text-summarization,60000,80,1,2024-06-11T16:43:36+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,11623,85
3cd57fc9-a95e-4d45-b0d1-fea2c7d3b395,text-summarization,60000,80,1,2024-06-11T16:43:39+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,8592,85
b9c65547-46d2-4df4-bbc7-524e4b3c6895,text-summarization,60000,80,1,2024-06-11T16:43:39+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,8587,85
f21f67fd-8989-4b63-b3ec-7f38abef1537,text-summarization,60000,80,1,2024-06-11T16:43:38+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,9595,85
bf2c5b6a-c4c9-4b76-86d7-9ffa5bd61d66,text-summarization,60000,80,1,2024-06-11T16:43:36+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,11632,85
9d7d163f-4eee-4ea7-94c1-0771a7adf5ce,text-summarization,60000,80,1,2024-06-11T16:43:37+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:40+05:30,2024-06-11T16:43:48+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,10626,85
edb34abc-686d-4602-af79-aef1b8e72c8d,text-summarization,60000,80,1,2024-06-11T16:43:40+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:45+05:30,2024-06-11T16:43:51+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,10441,85
e3a61da2-d2a9-4837-a4df-90c82da8b6bd,text-summarization,60000,80,1,2024-06-11T16:43:41+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:45+05:30,2024-06-11T16:43:51+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,9424,85
77bf5bc2-2925-4f13-a0a2-a42bf5fdda6b,text-summarization,60000,80,1,2024-06-11T16:43:42+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:45+05:30,2024-06-11T16:43:51+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,8407,85
6f616bde-a36e-4886-be9b-b707159246ed,text-summarization,60000,80,1,2024-06-11T16:43:44+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:45+05:30,2024-06-11T16:43:51+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,6388,85
6e6bbbcc-0709-4b96-8294-09eee10e39e3,text-summarization,60000,80,1,2024-06-11T16:43:46+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:50+05:30,2024-06-11T16:43:53+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,6746,85
6e3f4829-37f2-4c61-9aa4-9e4591dcbe5f,text-summarization,60000,80,1,2024-06-11T16:43:45+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:50+05:30,2024-06-11T16:43:53+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,7770,85
5afa8ab6-5bec-4c71-9bb7-f9b8c98d9d18,text-summarization,60000,80,1,2024-06-11T16:43:48+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:50+05:30,2024-06-11T16:43:53+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,4721,85
86f0f960-1ca7-4f91-b5ed-6a72adca6449,text-summarization,60000,80,1,2024-06-11T16:43:50+05:30,0001-01-01T00:00:00Z,2024-06-11T16:43:55+05:30,2024-06-11T16:43:56+05:30,,v54543735-9700-45f3-b6b4-5cf2eb2ffa99,http://10.108.66.5:49152/summarize,completed,None,6192,85
