request_id,taskid,deadline,accuracy,requestsize,registrationts,deployts,executionts,responsets,node,variant,instance,state,error,totaltime,accuracy
1074e51b-9bf3-4ed5-be8d-27dc0cdf1bb3,text-summarization,60000,80,1,2024-06-21T22:39:28+05:30,0001-01-01T00:00:00Z,2024-06-21T22:40:02+05:30,2024-06-21T22:40:09+05:30,,v2a17b1a8-740a-46ff-ab5c-ca16292c129d,http://10.104.39.196:49152/summarize,completed,None,40740,85
e1f4d5c9-8855-42c0-bdcb-b6c2d47c97cf,text-summarization,60000,80,1,2024-06-21T22:40:31+05:30,0001-01-01T00:00:00Z,2024-06-21T22:40:31+05:30,2024-06-21T22:40:37+05:30,,v2a17b1a8-740a-46ff-ab5c-ca16292c129d,http://10.104.39.196:49152/summarize,completed,None,5319,85
0d8cf9d9-7b0f-47dd-939b-c56fafcfd88f,text-summarization,60000,80,1,2024-06-21T22:40:28+05:30,0001-01-01T00:00:00Z,2024-06-21T22:40:31+05:30,2024-06-21T22:40:37+05:30,,v2a17b1a8-740a-46ff-ab5c-ca16292c129d,http://10.104.39.196:49152/summarize,completed,None,8359,85
6121db17-7258-4155-ba49-d1001f54a240,text-summarization,60000,80,1,2024-06-21T22:40:29+05:30,0001-01-01T00:00:00Z,2024-06-21T22:40:31+05:30,2024-06-21T22:40:37+05:30,,v2a17b1a8-740a-46ff-ab5c-ca16292c129d,http://10.104.39.196:49152/summarize,completed,None,7346,85
5350d99f-481d-488d-a5d6-fe073217cbf2,text-summarization,60000,80,1,2024-06-21T22:40:28+05:30,0001-01-01T00:00:00Z,2024-06-21T22:40:31+05:30,2024-06-21T22:40:37+05:30,,v2a17b1a8-740a-46ff-ab5c-ca16292c129d,http://10.104.39.196:49152/summarize,completed,None,8357,85
c8b5e083-e24d-47c3-a661-9dafcf702462,text-summarization,60000,80,1,2024-06-21T22:40:29+05:30,0001-01-01T00:00:00Z,2024-06-21T22:40:31+05:30,2024-06-21T22:40:37+05:30,,v2a17b1a8-740a-46ff-ab5c-ca16292c129d,http://10.104.39.196:49152/summarize,completed,None,7356,85
5dd9850d-f730-4136-b2ac-a39200a1bcdf,text-summarization,60000,80,1,2024-06-21T22:40:30+05:30,0001-01-01T00:00:00Z,2024-06-21T22:40:31+05:30,2024-06-21T22:40:37+05:30,,v2a17b1a8-740a-46ff-ab5c-ca16292c129d,http://10.104.39.196:49152/summarize,completed,None,6337,85
cabc5871-7df1-4d0f-9adc-d996898652c8,text-summarization,60000,80,1,2024-06-21T22:40:30+05:30,0001-01-01T00:00:00Z,2024-06-21T22:40:31+05:30,2024-06-21T22:40:37+05:30,,v2a17b1a8-740a-46ff-ab5c-ca16292c129d,http://10.104.39.196:49152/summarize,completed,None,6342,85
7e99e3f9-c343-4fdd-b184-aff3f1f774fa,text-summarization,60000,80,1,2024-06-21T22:40:29+05:30,0001-01-01T00:00:00Z,2024-06-21T22:40:31+05:30,2024-06-21T22:40:37+05:30,,v2a17b1a8-740a-46ff-ab5c-ca16292c129d,http://10.104.39.196:49152/summarize,completed,None,7353,85
075a9562-1a97-402d-9c3e-b5c8acb8cabe,text-summarization,60000,80,1,2024-06-21T22:40:30+05:30,0001-01-01T00:00:00Z,2024-06-21T22:40:31+05:30,2024-06-21T22:40:37+05:30,,v2a17b1a8-740a-46ff-ab5c-ca16292c129d,http://10.104.39.196:49152/summarize,completed,None,6350,85
