request_id,taskid,deadline,accuracy,requestsize,registrationts,deployts,executionts,responsets,node,variant,instance,state,error,totaltime,accuracy
77885aa9-3257-4c35-8346-689f0df784c8,text-summarization,60000,80,1,2024-06-21T23:36:09+05:30,0001-01-01T00:00:00Z,2024-06-21T23:36:18+05:30,2024-06-21T23:36:42+05:30,,v8ee22bd4-c3b0-4b6e-82d5-9caf0eb72013,http://10.102.241.143:49154/summarize,completed,None,32252,85
476d448e-b34a-4720-afa7-5f1aaed89eda,text-summarization,60000,80,1,2024-06-21T23:36:13+05:30,0001-01-01T00:00:00Z,2024-06-21T23:36:19+05:30,2024-06-21T23:36:42+05:30,,v8ee22bd4-c3b0-4b6e-82d5-9caf0eb72013,http://10.102.241.143:49154/summarize,completed,None,28094,85
fcaf0ff1-cf41-489b-a89c-e6c35a4aa593,text-summarization,60000,80,1,2024-06-21T23:36:11+05:30,0001-01-01T00:00:00Z,2024-06-21T23:36:19+05:30,2024-06-21T23:36:42+05:30,,v8ee22bd4-c3b0-4b6e-82d5-9caf0eb72013,http://10.102.241.143:49154/summarize,completed,None,30180,85
e50ce532-6504-40c5-9883-526dbcfea6e0,text-summarization,60000,80,1,2024-06-21T23:36:08+05:30,0001-01-01T00:00:00Z,2024-06-21T23:36:18+05:30,2024-06-21T23:36:42+05:30,,v8ee22bd4-c3b0-4b6e-82d5-9caf0eb72013,http://10.102.241.143:49154/summarize,completed,None,33315,85
19eb163c-1533-4225-97da-4905eadc05b6,text-summarization,60000,80,1,2024-06-21T23:36:10+05:30,0001-01-01T00:00:00Z,2024-06-21T23:36:18+05:30,2024-06-21T23:36:42+05:30,,v8ee22bd4-c3b0-4b6e-82d5-9caf0eb72013,http://10.102.241.143:49154/summarize,completed,None,31239,85
2b507290-77c2-44df-8603-07a9af28d4cf,text-summarization,60000,80,1,2024-06-21T23:36:09+05:30,0001-01-01T00:00:00Z,2024-06-21T23:36:18+05:30,2024-06-21T23:36:42+05:30,,v8ee22bd4-c3b0-4b6e-82d5-9caf0eb72013,http://10.102.241.143:49154/summarize,completed,None,32299,85
f72449c3-c401-490b-b986-50740c5d4de3,text-summarization,60000,80,1,2024-06-21T23:36:06+05:30,0001-01-01T00:00:00Z,2024-06-21T23:36:18+05:30,2024-06-21T23:36:42+05:30,,v8ee22bd4-c3b0-4b6e-82d5-9caf0eb72013,http://10.102.241.143:49154/summarize,completed,None,35415,85
7af5c503-391b-4e33-af1b-12d6a41c9468,text-summarization,60000,80,1,2024-06-21T23:36:07+05:30,0001-01-01T00:00:00Z,2024-06-21T23:36:18+05:30,2024-06-21T23:36:42+05:30,,v8ee22bd4-c3b0-4b6e-82d5-9caf0eb72013,http://10.102.241.143:49154/summarize,completed,None,34367,85
6e16fab5-87f1-4722-b70c-ae91277b0a63,text-summarization,60000,80,1,2024-06-21T23:36:10+05:30,0001-01-01T00:00:00Z,2024-06-21T23:36:18+05:30,2024-06-21T23:36:42+05:30,,v8ee22bd4-c3b0-4b6e-82d5-9caf0eb72013,http://10.102.241.143:49154/summarize,completed,None,31259,85
2f4ad657-a70d-4a5d-883e-0cb90c9567a0,text-summarization,60000,80,1,2024-06-21T23:36:20+05:30,0001-01-01T00:00:00Z,2024-06-21T23:36:20+05:30,2024-06-21T23:36:42+05:30,,v8ee22bd4-c3b0-4b6e-82d5-9caf0eb72013,http://10.102.241.143:49154/summarize,completed,None,21944,85
