request_id,taskid,deadline,accuracy,requestsize,registrationts,deployts,executionts,responsets,node,variant,instance,state,error,totaltime,accuracy
8bd301e4-dcdd-4a5f-8c59-763688b7b572,text-summarization,60000,80,1,2024-06-21T23:16:12+05:30,0001-01-01T00:00:00Z,2024-06-21T23:16:42+05:30,2024-06-21T23:16:50+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,38329,85
802df1f2-0d4e-4108-98b0-a60112a44407,text-summarization,60000,80,1,2024-06-21T23:17:12+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,12410,85
12fe9bb4-0918-4b8b-9cf3-dfa21e860d4e,text-summarization,60000,80,1,2024-06-21T23:17:13+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,11358,85
2b39b987-12c6-4450-ba76-90c9460706c4,text-summarization,60000,80,1,2024-06-21T23:17:12+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,12411,85
c3ce400e-6877-4b2b-9693-460920d22a4d,text-summarization,60000,80,1,2024-06-21T23:17:13+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,11371,85
74c35967-e3c7-444f-b67e-d8b7d07bb4b2,text-summarization,60000,80,1,2024-06-21T23:17:13+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,11370,85
a043af27-7c89-4e0f-8de7-6ff92b6857c7,text-summarization,60000,80,1,2024-06-21T23:17:12+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,12393,85
f6256653-ae17-4c0f-91fe-1f6e07847b05,text-summarization,60000,80,1,2024-06-21T23:17:12+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,12412,85
6d1b69fa-82a8-4d99-82bd-c578b71397e7,text-summarization,60000,80,1,2024-06-21T23:17:13+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,11385,85
2147b8bb-2060-44a8-a5c3-1c30ccda006e,text-summarization,60000,80,1,2024-06-21T23:17:12+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,12406,85
08319dd8-2085-469c-91f4-3d2e88af4710,text-summarization,60000,80,1,2024-06-21T23:17:13+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,11372,85
ba277440-3741-4ac8-b0a3-58be27337f57,text-summarization,60000,80,1,2024-06-21T23:17:12+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,12407,85
ee77c725-ccb4-4c32-9ff8-87da78946127,text-summarization,60000,80,1,2024-06-21T23:17:13+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,11370,85
7c0921e7-419a-4f8a-9749-3f032c34fc50,text-summarization,60000,80,1,2024-06-21T23:17:13+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,11387,85
1e760301-568d-4bd2-92ab-5d39a15cd954,text-summarization,60000,80,1,2024-06-21T23:17:13+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,11397,85
e1f766af-a018-41df-9941-47022053938c,text-summarization,60000,80,1,2024-06-21T23:17:12+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,12407,85
91c5228b-d982-453b-aa36-03ee88c6c665,text-summarization,60000,80,1,2024-06-21T23:17:12+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,12422,85
b173c7fc-2aae-410b-a0e8-d6d103aa6e00,text-summarization,60000,80,1,2024-06-21T23:17:13+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,11422,85
bf72c89c-7e63-45c7-b946-2bc1b5fd59bf,text-summarization,60000,80,1,2024-06-21T23:17:12+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,12462,85
b5e7c326-2ffe-4bbc-8b94-866e6b895fdb,text-summarization,60000,80,1,2024-06-21T23:17:12+05:30,0001-01-01T00:00:00Z,2024-06-21T23:17:13+05:30,2024-06-21T23:17:24+05:30,,v8d4c0bf5-fb9c-4fe3-baf2-73c555ad336c,http://10.100.168.222:49152/summarize,completed,None,12482,85
