request_id,taskid,deadline,accuracy,requestsize,registrationts,deployts,executionts,responsets,node,variant,instance,state,error,totaltime,accuracye231af13-a405-4ea4-96e9-c8a70e722bf8,text-summarization,60000,80,1,2024-06-11T15:59:25+05:30,0001-01-01T00:00:00Z,2024-06-11T15:59:29+05:30,2024-06-11T15:59:39+05:30,,vf3cce858-a2d4-490d-8fc9-19fdc5c6ab1f,http://10.96.174.215:49152/summarize,completed,None,13508,85590a17e1-e94c-4b02-812b-315545e9575a,text-summarization,60000,80,1,2024-06-11T16:07:08+05:30,0001-01-01T00:00:00Z,2024-06-11T16:07:16+05:30,2024-06-11T16:07:30+05:30,,v4c9a367a-86aa-4fcc-bb48-f8c69cf45ca7,http://10.100.24.140:49152/summarize,completed,None,21932,85
5eb05b8c-f34d-4f86-b783-b6cb8174b9a1,text-summarization,60000,80,1,2024-06-11T16:06:58+05:30,0001-01-01T00:00:00Z,2024-06-11T16:07:16+05:30,2024-06-11T16:07:30+05:30,,v4c9a367a-86aa-4fcc-bb48-f8c69cf45ca7,http://10.100.24.140:49152/summarize,completed,None,31977,85
dc1e6834-f20d-47e4-9c91-e7b2f818d20b,text-summarization,60000,80,1,2024-06-11T16:06:46+05:30,0001-01-01T00:00:00Z,2024-06-11T16:07:16+05:30,2024-06-11T16:07:30+05:30,,v4c9a367a-86aa-4fcc-bb48-f8c69cf45ca7,http://10.100.24.140:49152/summarize,completed,None,44020,85
223b5372-58a7-44de-8f0b-3ad0f20a7e1d,text-summarization,60000,80,1,2024-06-11T16:07:10+05:30,0001-01-01T00:00:00Z,2024-06-11T16:07:16+05:30,2024-06-11T16:07:30+05:30,,v4c9a367a-86aa-4fcc-bb48-f8c69cf45ca7,http://10.100.24.140:49152/summarize,completed,None,19932,85
a738aa30-61a5-446f-8aac-db6818b4e080,text-summarization,60000,80,1,2024-06-11T16:07:00+05:30,0001-01-01T00:00:00Z,2024-06-11T16:07:16+05:30,2024-06-11T16:07:30+05:30,,v4c9a367a-86aa-4fcc-bb48-f8c69cf45ca7,http://10.100.24.140:49152/summarize,completed,None,29971,85
a2744366-373a-4823-bb4b-d3addba0989b,text-summarization,60000,80,1,2024-06-11T16:07:14+05:30,0001-01-01T00:00:00Z,2024-06-11T16:07:17+05:30,2024-06-11T16:07:30+05:30,,v4c9a367a-86aa-4fcc-bb48-f8c69cf45ca7,http://10.100.24.140:49152/summarize,completed,None,15922,85
29fbbcca-c55e-4011-b8fe-acd2f312d363,text-summarization,60000,80,1,2024-06-11T16:06:48+05:30,0001-01-01T00:00:00Z,2024-06-11T16:07:16+05:30,2024-06-11T16:07:30+05:30,,v4c9a367a-86aa-4fcc-bb48-f8c69cf45ca7,http://10.100.24.140:49152/summarize,completed,None,42020,85
af55a853-8229-4235-a13a-47884b3085e8,text-summarization,60000,80,1,2024-06-11T16:06:44+05:30,0001-01-01T00:00:00Z,2024-06-11T16:07:16+05:30,2024-06-11T16:07:30+05:30,,v4c9a367a-86aa-4fcc-bb48-f8c69cf45ca7,http://10.100.24.140:49152/summarize,completed,None,46033,85
74e3a2bd-5f8d-4ac6-9fd9-70ac18e0c1f4,text-summarization,60000,80,1,2024-06-11T16:07:16+05:30,0001-01-01T00:00:00Z,2024-06-11T16:07:17+05:30,2024-06-11T16:07:30+05:30,,v4c9a367a-86aa-4fcc-bb48-f8c69cf45ca7,http://10.100.24.140:49152/summarize,completed,None,13919,85
88fe1c87-13ea-4a7e-8415-e7d4114db473,text-summarization,60000,80,1,2024-06-11T16:07:12+05:30,0001-01-01T00:00:00Z,2024-06-11T16:07:17+05:30,2024-06-11T16:07:30+05:30,,v4c9a367a-86aa-4fcc-bb48-f8c69cf45ca7,http://10.100.24.140:49152/summarize,completed,None,17932,85
caed39ed-d9e0-4f73-b350-a8a926804160,text-summarization,60000,80,1,2024-06-11T16:07:04+05:30,0001-01-01T00:00:00Z,2024-06-11T16:07:17+05:30,2024-06-11T16:07:30+05:30,,v4c9a367a-86aa-4fcc-bb48-f8c69cf45ca7,http://10.100.24.140:49152/summarize,completed,None,25966,85
