request_id,taskid,deadline,accuracy,requestsize,registrationts,deployts,executionts,responsets,node,variant,instance,state,error,totaltime,accuracy
1e9984d6-8400-496d-be1e-4986091d7859,text-summarization,60000,80,1,2024-06-21T23:08:27+05:30,0001-01-01T00:00:00Z,2024-06-21T23:09:13+05:30,2024-06-21T23:09:21+05:30,,v204f997a-f64e-4a71-a185-05d1c51c511d,http://10.107.13.178:49152/summarize,completed,None,54068,85
4034601b-5a27-4688-a97f-99d225895e0a,text-summarization,60000,80,1,2024-06-21T23:09:31+05:30,0001-01-01T00:00:00Z,2024-06-21T23:09:32+05:30,2024-06-21T23:09:45+05:30,,v204f997a-f64e-4a71-a185-05d1c51c511d,http://10.107.13.178:49152/summarize,completed,None,14172,85
c21b55d7-b231-40f2-b64e-6861d50c2744,text-summarization,60000,80,1,2024-06-21T23:09:31+05:30,0001-01-01T00:00:00Z,2024-06-21T23:09:32+05:30,2024-06-21T23:09:45+05:30,,v204f997a-f64e-4a71-a185-05d1c51c511d,http://10.107.13.178:49152/summarize,completed,None,14155,85
a0693909-1f99-4f58-9d65-48e920adc0a9,text-summarization,60000,80,1,2024-06-21T23:09:28+05:30,0001-01-01T00:00:00Z,2024-06-21T23:09:32+05:30,2024-06-21T23:09:45+05:30,,v204f997a-f64e-4a71-a185-05d1c51c511d,http://10.107.13.178:49152/summarize,completed,None,17278,85
5bec82ec-f7ef-41bd-a39e-c2b7b06540e8,text-summarization,60000,80,1,2024-06-21T23:09:29+05:30,0001-01-01T00:00:00Z,2024-06-21T23:09:32+05:30,2024-06-21T23:09:45+05:30,,v204f997a-f64e-4a71-a185-05d1c51c511d,http://10.107.13.178:49152/summarize,completed,None,16236,85
b3483b57-6447-489d-aff8-a4f859279e90,text-summarization,60000,80,1,2024-06-21T23:09:27+05:30,0001-01-01T00:00:00Z,2024-06-21T23:09:32+05:30,2024-06-21T23:09:45+05:30,,v204f997a-f64e-4a71-a185-05d1c51c511d,http://10.107.13.178:49152/summarize,completed,None,18342,85
969e0083-1d76-4a0f-8db4-041afa94d589,text-summarization,60000,80,1,2024-06-21T23:09:27+05:30,0001-01-01T00:00:00Z,2024-06-21T23:09:32+05:30,2024-06-21T23:09:45+05:30,,v204f997a-f64e-4a71-a185-05d1c51c511d,http://10.107.13.178:49152/summarize,completed,None,18339,85
1d1404c2-8471-43a7-80c6-8bbd2b3cff5a,text-summarization,60000,80,1,2024-06-21T23:09:30+05:30,0001-01-01T00:00:00Z,2024-06-21T23:09:32+05:30,2024-06-21T23:09:45+05:30,,v204f997a-f64e-4a71-a185-05d1c51c511d,http://10.107.13.178:49152/summarize,completed,None,15227,85
cdaeb2f1-e631-4134-99ff-7756bc4ae1bd,text-summarization,60000,80,1,2024-06-21T23:09:31+05:30,0001-01-01T00:00:00Z,2024-06-21T23:09:32+05:30,2024-06-21T23:09:45+05:30,,v204f997a-f64e-4a71-a185-05d1c51c511d,http://10.107.13.178:49152/summarize,completed,None,14155,85
14ed1439-298e-4dda-a80d-b19ee1054106,text-summarization,60000,80,1,2024-06-21T23:09:30+05:30,0001-01-01T00:00:00Z,2024-06-21T23:09:32+05:30,2024-06-21T23:09:46+05:30,,v204f997a-f64e-4a71-a185-05d1c51c511d,http://10.107.13.178:49152/summarize,completed,None,15277,85
